id,item_id,date,quantity,cost (CLP)_x,delivery_date,lead_time,description,description_2,group_description,unit_sale_price (CLP),cost (CLP)_y,storage_cost (CLP),stock,size_m3,cost_per_purchase
11918,629,2022-07-11,9,558638.0,2022-07-30,19,eukanuba adulto large breed 15 kg,adultos,alimento,82410.0,58804.0,249.0,3.0,0.015,3400.0
11969,596,2022-07-18,11,787745.0000000001,2022-08-13,26,royal canin maxi adulto 15 kg,adultos,alimento,85410.0,66570.0,257.0,3.0,0.015,3000.0
11993,1166,2022-07-18,6,189870.0,2022-08-07,20,royal can  vet cat  young female  s/o 3.5 kilo,adultos,alimento,42480.0,31645.0,127.0,5.0,0.015,5750.0
11998,709,2022-07-18,4,192644.0,2022-08-09,22,bravery salmon adult large/medium breed 12 kg,adultos,alimento,60990.0,48161.0,183.0,4.0,0.015,5300.0
12002,1529,2022-07-18,2,68082.0,2022-08-06,19,bravery salmon adult cat sterilized 7 kg,adultos,alimento,49990.0,34041.0,150.0,0.0,0.015,2250.0
12003,642,2022-07-18,5,223620.0,2022-08-05,18,proplan active mind rz mediana y grande 15kg,senior,alimento,56900.0,44724.0,172.0,0.0,0.015,5700.0
12024,808,2022-07-25,7,331135.0,2022-08-12,18,brit care gf adult salmon 12 kg,adultos,alimento,62990.0,47305.0,190.0,9.0,0.015,1300.0
12059,1706,2022-07-25,3,100062.0,2022-08-16,22,pro plan adulto optihealth r/m 15 kg,adultos,alimento,49500.0,33354.0,149.0,0.0,0.015,3850.0
12236,1734,2022-08-01,15,23393.88571428572,2022-08-19,18,bravery atún y vegetales alimento húmedo,humedo,alimento,1990.0,1486.0,6.0,8.0,0.015,4050.0
12383,520,2022-08-01,4,146948.57142857136,2022-08-24,23,bravery lamb mini adulto small breed 7 kg,adultos,alimento,43990.0,32145.0,132.0,2.0,0.015,500.0
12453,1272,2022-08-08,1,34476.0,2022-08-28,20,brit care duck endurance 12 kg,adultos,alimento,50900.0,34476.0,154.0,2.0,0.015,1800.0
12497,629,2022-08-15,6,382226.0,2022-09-08,24,eukanuba adulto large breed 15 kg,adultos,alimento,82410.0,58804.0,249.0,3.0,0.015,3400.0
12513,443,2022-08-15,20,573856.5,2022-09-02,18,bravery chicken mini adult small breeds 7 kg,adultos,alimento,35990.0,27993.0,109.0,0.0,0.015,3800.0
12529,1005,2022-08-22,5,192015.0,2022-09-09,18,bravery chicken adult large/medium breeds 12 kg,adultos,alimento,54990.0,38403.0,165.0,0.0,0.015,650.0
12539,1556,2022-08-22,3,42299.99999999999,2022-09-10,19,amity sp low grain salmon adult 4 kg,adultos,alimento,18990.0,12690.0,57.0,0.0,0.015,1700.0
12597,596,2022-08-29,7,465990.0,2022-09-17,19,royal canin maxi adulto 15 kg,adultos,alimento,85410.0,66570.0,257.0,3.0,0.015,3000.0
12606,966,2022-08-29,5,98832.33333333336,2022-09-16,18,bravery lamb adult large/medium b. 4 kg,adultos,alimento,22900.0,17441.0,70.0,1.0,0.015,1350.0
12627,1272,2022-08-29,8,293046.0,2022-09-18,20,brit care duck endurance 12 kg,adultos,alimento,50900.0,34476.0,154.0,2.0,0.015,1800.0
12634,709,2022-08-29,5,255253.30000000005,2022-09-17,19,bravery salmon adult large/medium breed 12 kg,adultos,alimento,60990.0,48161.0,183.0,4.0,0.015,5300.0
12640,91,2022-08-29,0,23593.5,2022-09-19,21,royal can  vet cat  young male s/o 3.5 kilo,adultos,alimento,42480.0,31458.0,127.0,12.0,0.015,500.0
12683,1510,2022-09-05,1,37657.0,2022-09-24,19,bravery salmon adult cat 7 kg,adultos,alimento,47990.0,37657.0,145.0,1.0,0.015,1050.0
12966,483,2022-09-12,9,326610.0,2022-10-01,19,royal canin mini adulto  8 kg fr,adultos,alimento,48960.0,36290.0,147.0,1.0,0.015,500.0
12970,1433,2022-09-12,5,387668.0000000004,2022-09-30,18,royal canin maxi junior 15 kgr,adultos,alimento,89240.0,68412.0,268.0,4.0,0.015,1900.0
13016,1476,2022-09-19,0,12975.60000000007,2022-10-12,23,bravery chicken adult cat 7 kg,adultos,alimento,44990.0,32439.0,136.0,0.0,0.015,4850.0
13055,1005,2022-09-26,2,76806.0,2022-10-14,18,bravery chicken adult large/medium breeds 12 kg,adultos,alimento,54990.0,38403.0,165.0,0.0,0.015,650.0
13108,642,2022-09-26,3,134172.0,2022-10-15,19,proplan active mind rz mediana y grande 15kg,senior,alimento,56900.0,44724.0,172.0,0.0,0.015,5700.0
13453,1433,2022-10-10,8,547296.0,2022-11-12,33,royal canin maxi junior 15 kgr,adultos,alimento,89240.0,68412.0,268.0,4.0,0.015,1900.0
13461,1773,2022-10-10,6,157404.1666666666,2022-10-31,21,pro plan reduced calorie cat 3kg ar,adultos,alimento,36370.0,25525.0,109.0,2.0,0.015,2900.0
13535,1308,2022-10-17,2,85822.0,2022-11-16,30,brit care adulto large salmon & potato 12 kg,adultos,alimento,62990.0,42911.0,190.0,2.0,0.015,5000.0
13568,1510,2022-10-24,2,75314.0,2022-11-12,19,bravery salmon adult cat 7 kg,adultos,alimento,47990.0,37657.0,145.0,1.0,0.015,1050.0
13576,901,2022-10-24,1,18538.0,2022-11-11,18,yorkshire terrier adulto  2.5kilo,razas,alimento,27650.0,18538.0,83.0,4.0,0.015,800.0
13640,629,2022-10-31,13,789653.7142857144,2022-12-03,33,eukanuba adulto large breed 15 kg,adultos,alimento,82410.0,58804.0,249.0,3.0,0.015,3400.0
13695,1773,2022-11-07,3,76575.0,2022-11-25,18,pro plan reduced calorie cat 3kg ar,adultos,alimento,36370.0,25525.0,109.0,2.0,0.015,2900.0
13774,1003,2022-11-14,6,271410.75,2022-12-02,18,brit care cat grain-free haircare healthy & shiny coat 7 kg,adultos,alimento,55990.0,40209.0,168.0,2.0,0.015,3400.0
13777,1166,2022-11-14,1,42193.3333333333,2022-12-02,18,royal can  vet cat  young female  s/o 3.5 kilo,adultos,alimento,42480.0,31645.0,127.0,5.0,0.015,5750.0
13832,709,2022-11-21,2,96322.0,2022-12-17,26,bravery salmon adult large/medium breed 12 kg,adultos,alimento,60990.0,48161.0,183.0,4.0,0.015,5300.0
13856,532,2022-11-28,3,178512.0,2022-12-24,26,pro plan adult large breed 15kg ar,adultos,alimento,77690.0,59504.0,234.0,1.0,0.015,4450.0
13864,1773,2022-11-28,5,127625.0,2022-12-18,20,pro plan reduced calorie cat 3kg ar,adultos,alimento,36370.0,25525.0,109.0,2.0,0.015,2900.0
13906,1005,2022-12-05,9,363456.9642857143,2022-12-27,22,bravery chicken adult large/medium breeds 12 kg,adultos,alimento,54990.0,38403.0,165.0,0.0,0.015,650.0
13981,1433,2022-12-05,5,385329.1282051278,2023-01-04,30,royal canin maxi junior 15 kgr,adultos,alimento,89240.0,68412.0,268.0,4.0,0.015,1900.0
14221,596,2022-12-12,7,528861.6666666667,2023-01-07,26,royal canin maxi adulto 15 kg,adultos,alimento,85410.0,66570.0,257.0,3.0,0.015,3000.0
14226,274,2022-12-12,1,19507.0,2023-01-03,22,bravery light iberian pork adult l/m breeds 4 kg,weight control,alimento,24990.0,19507.0,75.0,1.0,0.015,3100.0
14246,1003,2022-12-12,1,40209.0,2022-12-30,18,brit care cat grain-free haircare healthy & shiny coat 7 kg,adultos,alimento,55990.0,40209.0,168.0,2.0,0.015,3400.0
14248,443,2022-12-12,34,965758.5,2022-12-31,19,bravery chicken mini adult small breeds 7 kg,adultos,alimento,35990.0,27993.0,109.0,0.0,0.015,3800.0
14281,1387,2022-12-19,1,45406.0,2023-01-11,23,bravery chicken puppy large/medium breeds 12 kg,cachorros,alimento,59990.0,45406.0,182.0,3.0,0.015,500.0
14392,1005,2023-01-02,7,289394.0357142857,2023-01-22,20,bravery chicken adult large/medium breeds 12 kg,adultos,alimento,54990.0,38403.0,165.0,0.0,0.015,650.0
14729,1433,2023-01-09,21,1480255.252747253,2023-02-05,27,royal canin maxi junior 15 kgr,adultos,alimento,89240.0,68412.0,268.0,4.0,0.015,1900.0
14788,1510,2023-01-16,10,376570.0,2023-02-04,19,bravery salmon adult cat 7 kg,adultos,alimento,47990.0,37657.0,145.0,1.0,0.015,1050.0
14828,1005,2023-01-23,4,182414.25,2023-02-14,22,bravery chicken adult large/medium breeds 12 kg,adultos,alimento,54990.0,38403.0,165.0,0.0,0.015,650.0
14838,808,2023-01-23,9,449397.5,2023-02-10,18,brit care gf adult salmon 12 kg,adultos,alimento,62990.0,47305.0,190.0,9.0,0.015,1300.0
14843,629,2023-01-23,5,308721.0,2023-02-14,22,eukanuba adulto large breed 15 kg,adultos,alimento,82410.0,58804.0,249.0,3.0,0.015,3400.0
14867,648,2023-01-23,17,317800.0,2023-02-12,20,monge mini adult chicken de 3 kg,adultos,alimento,25990.0,18160.0,78.0,4.0,0.015,1700.0
15185,1529,2023-02-06,2,88506.60000000005,2023-02-26,20,bravery salmon adult cat sterilized 7 kg,adultos,alimento,49990.0,34041.0,150.0,0.0,0.015,2250.0
15203,91,2023-02-06,6,196612.5,2023-02-24,18,royal can  vet cat  young male s/o 3.5 kilo,adultos,alimento,42480.0,31458.0,127.0,12.0,0.015,500.0
15261,1003,2023-02-13,5,201045.0,2023-03-06,21,brit care cat grain-free haircare healthy & shiny coat 7 kg,adultos,alimento,55990.0,40209.0,168.0,2.0,0.015,3400.0
15279,534,2023-02-20,3,14313.333333333345,2023-03-11,19,belcando búfalo de agua 400 gr,humedo,alimento,5590.0,4294.0,18.0,0.0,0.015,650.0
15288,596,2023-02-20,12,827369.9999999999,2023-03-11,19,royal canin maxi adulto 15 kg,adultos,alimento,85410.0,66570.0,257.0,3.0,0.015,3000.0
15330,1166,2023-02-20,1,31645.0,2023-03-10,18,royal can  vet cat  young female  s/o 3.5 kilo,adultos,alimento,42480.0,31645.0,127.0,5.0,0.015,5750.0
15360,1774,2023-02-27,1,40335.0,2023-03-18,19,eukanuba puppy small 7.5 kg,cachorros,alimento,52870.0,40335.0,159.0,1.0,0.015,1850.0
15395,91,2023-02-27,18,585905.25,2023-03-21,22,royal can  vet cat  young male s/o 3.5 kilo,adultos,alimento,42480.0,31458.0,127.0,12.0,0.015,500.0
15446,1556,2023-03-06,1,12690.0,2023-03-26,20,amity sp low grain salmon adult 4 kg,adultos,alimento,18990.0,12690.0,57.0,0.0,0.015,1700.0
15550,1734,2023-03-06,2,4245.714285714286,2023-03-25,19,bravery atún y vegetales alimento húmedo,humedo,alimento,1990.0,1486.0,6.0,8.0,0.015,4050.0
15694,1225,2023-03-13,0,14085.0,2023-04-06,24,bravery light iberian pork mini adult small breeds 7 kg,weight control,alimento,43320.0,28170.0,131.0,0.0,0.015,4350.0
15710,532,2023-03-13,11,694213.3333333331,2023-04-07,25,pro plan adult large breed 15kg ar,adultos,alimento,77690.0,59504.0,234.0,1.0,0.015,4450.0
15715,1433,2023-03-13,4,322513.7142857144,2023-04-15,33,royal canin maxi junior 15 kgr,adultos,alimento,89240.0,68412.0,268.0,4.0,0.015,1900.0
15736,443,2023-03-13,12,335916.0,2023-04-01,19,bravery chicken mini adult small breeds 7 kg,adultos,alimento,35990.0,27993.0,109.0,0.0,0.015,3800.0
15738,758,2023-03-13,1,47279.0,2023-04-02,20,brit care gf junior large breed salmon  12 kg,cachorros,alimento,64990.0,47279.0,196.0,2.0,0.015,3350.0
15748,1678,2023-03-13,4,253300.0,2023-03-31,18,royal can. urinary canine 10 kg.,medicados,alimento,93370.0,63325.0,282.0,0.0,0.015,1850.0
15773,629,2023-03-20,8,474632.2857142856,2023-04-14,25,eukanuba adulto large breed 15 kg,adultos,alimento,82410.0,58804.0,249.0,3.0,0.015,3400.0
15998,834,2023-04-03,9,421344.0,2023-04-24,21,brit care adult medium breed l&r 12 kg,adultos,alimento,62990.0,46816.0,190.0,4.0,0.015,1850.0
16235,532,2023-04-10,7,436362.6666666668,2023-04-30,20,pro plan adult large breed 15kg ar,adultos,alimento,77690.0,59504.0,234.0,1.0,0.015,4450.0
16277,1476,2023-04-17,6,223468.66666666657,2023-05-07,20,bravery chicken adult cat 7 kg,adultos,alimento,44990.0,32439.0,136.0,0.0,0.015,4850.0
16291,1433,2023-04-17,2,156370.28571428565,2023-05-16,29,royal canin maxi junior 15 kgr,adultos,alimento,89240.0,68412.0,268.0,4.0,0.015,1900.0
16310,1734,2023-04-17,6,9906.666666666668,2023-05-05,18,bravery atún y vegetales alimento húmedo,humedo,alimento,1990.0,1486.0,6.0,8.0,0.015,4050.0
16354,834,2023-04-24,13,608608.0,2023-05-15,21,brit care adult medium breed l&r 12 kg,adultos,alimento,62990.0,46816.0,190.0,4.0,0.015,1850.0
16375,1688,2023-04-24,16,606540.0,2023-05-15,21,monge maxi adult chicken de 12 kg,adultos,alimento,54390.0,36760.0,164.0,1.0,0.015,5150.0
16393,709,2023-04-24,8,409368.5,2023-05-14,20,bravery salmon adult large/medium breed 12 kg,adultos,alimento,60990.0,48161.0,183.0,4.0,0.015,5300.0
16490,532,2023-05-01,11,690246.3999999999,2023-05-19,18,pro plan adult large breed 15kg ar,adultos,alimento,77690.0,59504.0,234.0,1.0,0.015,4450.0
16495,274,2023-05-01,2,39014.0,2023-05-19,18,bravery light iberian pork adult l/m breeds 4 kg,weight control,alimento,24990.0,19507.0,75.0,1.0,0.015,3100.0
16527,629,2023-05-01,9,585589.8333333333,2023-05-19,18,eukanuba adulto large breed 15 kg,adultos,alimento,82410.0,58804.0,249.0,3.0,0.015,3400.0
16739,596,2023-05-08,32,2170182.0,2023-05-31,23,royal canin maxi adulto 15 kg,adultos,alimento,85410.0,66570.0,257.0,3.0,0.015,3000.0
16792,1225,2023-05-15,9,267615.0,2023-06-02,18,bravery light iberian pork mini adult small breeds 7 kg,weight control,alimento,43320.0,28170.0,131.0,0.0,0.015,4350.0
16799,1231,2023-05-15,3,120186.0,2023-06-06,22,brit care cat grain-free kitten healthy g&d 7 kg,cachorros,alimento,55990.0,40062.0,168.0,1.0,0.015,5250.0
16804,1510,2023-05-15,7,286193.1999999999,2023-06-08,24,bravery salmon adult cat 7 kg,adultos,alimento,47990.0,37657.0,145.0,1.0,0.015,1050.0
16808,808,2023-05-15,1,47305.0,2023-06-03,19,brit care gf adult salmon 12 kg,adultos,alimento,62990.0,47305.0,190.0,9.0,0.015,1300.0
16840,709,2023-05-15,8,399736.3000000001,2023-06-11,27,bravery salmon adult large/medium breed 12 kg,adultos,alimento,60990.0,48161.0,183.0,4.0,0.015,5300.0
16880,1308,2023-05-22,9,386199.0,2023-06-15,24,brit care adulto large salmon & potato 12 kg,adultos,alimento,62990.0,42911.0,190.0,2.0,0.015,5000.0
16893,1005,2023-05-29,6,240018.75,2023-06-18,20,bravery chicken adult large/medium breeds 12 kg,adultos,alimento,54990.0,38403.0,165.0,0.0,0.015,650.0
16945,91,2023-05-29,16,519057.0,2023-06-22,24,royal can  vet cat  young male s/o 3.5 kilo,adultos,alimento,42480.0,31458.0,127.0,12.0,0.015,500.0
17326,709,2023-06-12,6,298598.19999999995,2023-07-02,20,bravery salmon adult large/medium breed 12 kg,adultos,alimento,60990.0,48161.0,183.0,4.0,0.015,5300.0
17368,1308,2023-06-19,15,672272.3333333334,2023-07-16,27,brit care adulto large salmon & potato 12 kg,adultos,alimento,62990.0,42911.0,190.0,2.0,0.015,5000.0
17396,596,2023-06-26,15,1005207.0,2023-07-16,20,royal canin maxi adulto 15 kg,adultos,alimento,85410.0,66570.0,257.0,3.0,0.015,3000.0
17448,1005,2023-07-03,3,117129.15000000002,2023-07-21,18,bravery chicken adult large/medium breeds 12 kg,adultos,alimento,54990.0,38403.0,165.0,0.0,0.015,650.0
17785,1476,2023-07-10,6,194634.0,2023-07-29,19,bravery chicken adult cat 7 kg,adultos,alimento,44990.0,32439.0,136.0,0.0,0.015,4850.0
17800,629,2023-07-10,6,399867.2000000002,2023-08-05,26,eukanuba adulto large breed 15 kg,adultos,alimento,82410.0,58804.0,249.0,3.0,0.015,3400.0
17826,279,2023-07-10,9,112608.0,2023-07-28,18,bravery light iberian pork mini adult small breeds 2 kg,adultos,alimento,16990.0,12512.0,52.0,1.0,0.015,2650.0
17843,485,2023-07-17,1,61209.0,2023-08-09,23,royal can. hepatic canine 10 kg.,medicados,alimento,91930.0,61209.0,277.0,0.0,0.015,500.0
17848,596,2023-07-17,1,71007.99999999975,2023-08-05,19,royal canin maxi adulto 15 kg,adultos,alimento,85410.0,66570.0,257.0,3.0,0.015,3000.0
17880,1308,2023-07-17,5,228858.66666666663,2023-08-05,19,brit care adulto large salmon & potato 12 kg,adultos,alimento,62990.0,42911.0,190.0,2.0,0.015,5000.0
17895,1225,2023-07-24,20,563400.0,2023-08-14,21,bravery light iberian pork mini adult small breeds 7 kg,weight control,alimento,43320.0,28170.0,131.0,0.0,0.015,4350.0
17910,274,2023-07-24,1,19507.0,2023-08-14,21,bravery light iberian pork adult l/m breeds 4 kg,weight control,alimento,24990.0,19507.0,75.0,1.0,0.015,3100.0
17943,758,2023-07-24,3,141837.0,2023-08-12,19,brit care gf junior large breed salmon  12 kg,cachorros,alimento,64990.0,47279.0,196.0,2.0,0.015,3350.0
17947,1706,2023-07-24,3,106732.80000000008,2023-08-11,18,pro plan adulto optihealth r/m 15 kg,adultos,alimento,49500.0,33354.0,149.0,0.0,0.015,3850.0
17949,709,2023-07-24,4,192644.0,2023-08-21,28,bravery salmon adult large/medium breed 12 kg,adultos,alimento,60990.0,48161.0,183.0,4.0,0.015,5300.0
18302,1005,2023-08-07,8,330265.8,2023-08-26,19,bravery chicken adult large/medium breeds 12 kg,adultos,alimento,54990.0,38403.0,165.0,0.0,0.015,650.0
18309,1029,2023-08-07,4,159676.0,2023-08-27,20,brit care senior l&r 12 kg,senior,alimento,53990.0,39919.0,164.0,1.0,0.015,2200.0
18343,1308,2023-08-07,20,872523.6666666667,2023-08-31,24,brit care adulto large salmon & potato 12 kg,adultos,alimento,62990.0,42911.0,190.0,2.0,0.015,5000.0
18368,543,2023-08-14,1,78511.66666666673,2023-09-01,18,brit care adult large breed l&r 12 kg,adultos,alimento,62990.0,47107.0,190.0,4.0,0.015,5250.0
18369,1387,2023-08-14,1,45406.0,2023-09-01,18,bravery chicken puppy large/medium breeds 12 kg,cachorros,alimento,59990.0,45406.0,182.0,3.0,0.015,500.0
18372,629,2023-08-14,7,413308.1142857143,2023-09-10,27,eukanuba adulto large breed 15 kg,adultos,alimento,82410.0,58804.0,249.0,3.0,0.015,3400.0
18374,834,2023-08-14,12,561792.0,2023-09-04,21,brit care adult medium breed l&r 12 kg,adultos,alimento,62990.0,46816.0,190.0,4.0,0.015,1850.0
18383,1734,2023-08-14,19,28234.0,2023-09-02,19,bravery atún y vegetales alimento húmedo,humedo,alimento,1990.0,1486.0,6.0,8.0,0.015,4050.0
18389,1688,2023-08-14,8,312460.0,2023-09-02,19,monge maxi adult chicken de 12 kg,adultos,alimento,54390.0,36760.0,164.0,1.0,0.015,5150.0
18403,648,2023-08-14,12,230026.66666666663,2023-09-02,19,monge mini adult chicken de 3 kg,adultos,alimento,25990.0,18160.0,78.0,4.0,0.015,1700.0
18418,485,2023-08-21,1,61209.0,2023-09-12,22,royal can. hepatic canine 10 kg.,medicados,alimento,91930.0,61209.0,277.0,0.0,0.015,500.0
18459,709,2023-08-21,8,385288.0,2023-09-12,22,bravery salmon adult large/medium breed 12 kg,adultos,alimento,60990.0,48161.0,183.0,4.0,0.015,5300.0
18465,1005,2023-08-28,4,168973.2,2023-09-19,22,bravery chicken adult large/medium breeds 12 kg,adultos,alimento,54990.0,38403.0,165.0,0.0,0.015,650.0
18808,1706,2023-09-04,15,500310.0,2023-09-22,18,pro plan adulto optihealth r/m 15 kg,adultos,alimento,49500.0,33354.0,149.0,0.0,0.015,3850.0
18852,1324,2023-09-11,2,102222.0,2023-10-02,21,eukanuba puppy medium breed 15 kg,cachorros,alimento,78280.0,51111.0,236.0,2.0,0.015,2900.0
18890,279,2023-09-11,5,62560.0,2023-09-30,19,bravery light iberian pork mini adult small breeds 2 kg,adultos,alimento,16990.0,12512.0,52.0,1.0,0.015,2650.0
18951,709,2023-09-18,7,337127.0,2023-10-10,22,bravery salmon adult large/medium breed 12 kg,adultos,alimento,60990.0,48161.0,183.0,4.0,0.015,5300.0
18998,1529,2023-09-25,2,68082.0,2023-10-14,19,bravery salmon adult cat sterilized 7 kg,adultos,alimento,49990.0,34041.0,150.0,0.0,0.015,2250.0
19251,114,2023-10-02,3,26045.5,2023-10-29,27,dingo dental stick huesitos ,snack,alimento,11990.0,8014.0,36.0,15.0,0.015,1100.0
19271,443,2023-10-02,5,162359.3999999999,2023-10-23,21,bravery chicken mini adult small breeds 7 kg,adultos,alimento,35990.0,27993.0,109.0,0.0,0.015,3800.0
19336,91,2023-10-02,1,31458.0,2023-10-20,18,royal can  vet cat  young male s/o 3.5 kilo,adultos,alimento,42480.0,31458.0,127.0,12.0,0.015,500.0
19352,1476,2023-10-09,8,266720.6666666666,2023-10-29,20,bravery chicken adult cat 7 kg,adultos,alimento,44990.0,32439.0,136.0,0.0,0.015,4850.0
19390,1225,2023-10-16,10,281700.0,2023-11-04,19,bravery light iberian pork mini adult small breeds 7 kg,weight control,alimento,43320.0,28170.0,131.0,0.0,0.015,4350.0
19400,1556,2023-10-16,3,40185.000000000015,2023-11-04,19,amity sp low grain salmon adult 4 kg,adultos,alimento,18990.0,12690.0,57.0,0.0,0.015,1700.0
19410,1433,2023-10-16,2,136824.0,2023-11-14,29,royal canin maxi junior 15 kgr,adultos,alimento,89240.0,68412.0,268.0,4.0,0.015,1900.0
19429,1003,2023-10-16,1,40209.0,2023-11-05,20,brit care cat grain-free haircare healthy & shiny coat 7 kg,adultos,alimento,55990.0,40209.0,168.0,2.0,0.015,3400.0
19456,596,2023-10-23,0,11094.999999999842,2023-11-14,22,royal canin maxi adulto 15 kg,adultos,alimento,85410.0,66570.0,257.0,3.0,0.015,3000.0
19467,1535,2023-10-23,2,95912.0,2023-11-13,21,royal can. shn mini junior 7.5 kgr.,cachorros,alimento,61500.0,47956.0,185.0,0.0,0.015,2600.0
19503,91,2023-10-23,13,435918.0,2023-11-12,20,royal can  vet cat  young male s/o 3.5 kilo,adultos,alimento,42480.0,31458.0,127.0,12.0,0.015,500.0
19516,832,2023-10-30,10,471750.0,2023-11-18,19,royal can fhn fit 32 7.5 kilo,adultos,alimento,65290.0,47175.0,196.0,3.0,0.015,2200.0
19523,629,2023-10-30,19,1156478.6666666667,2023-11-17,18,eukanuba adulto large breed 15 kg,adultos,alimento,82410.0,58804.0,249.0,3.0,0.015,3400.0
19525,834,2023-10-30,4,187264.0,2023-11-18,19,brit care adult medium breed l&r 12 kg,adultos,alimento,62990.0,46816.0,190.0,4.0,0.015,1850.0
19537,114,2023-10-30,13,110192.5,2023-11-18,19,dingo dental stick huesitos ,snack,alimento,11990.0,8014.0,36.0,15.0,0.015,1100.0
19547,709,2023-10-30,2,96322.0,2023-11-20,21,bravery salmon adult large/medium breed 12 kg,adultos,alimento,60990.0,48161.0,183.0,4.0,0.015,5300.0
19802,1005,2023-11-13,2,105608.25,2023-12-04,21,bravery chicken adult large/medium breeds 12 kg,adultos,alimento,54990.0,38403.0,165.0,0.0,0.015,650.0
19803,1225,2023-11-13,3,84510.0,2023-12-02,19,bravery light iberian pork mini adult small breeds 7 kg,weight control,alimento,43320.0,28170.0,131.0,0.0,0.015,4350.0
19814,1556,2023-11-13,14,184005.0,2023-12-03,20,amity sp low grain salmon adult 4 kg,adultos,alimento,18990.0,12690.0,57.0,0.0,0.015,1700.0
19847,1272,2023-11-13,2,68952.0,2023-12-04,21,brit care duck endurance 12 kg,adultos,alimento,50900.0,34476.0,154.0,2.0,0.015,1800.0
19850,1308,2023-11-13,2,114429.33333333324,2023-12-11,28,brit care adulto large salmon & potato 12 kg,adultos,alimento,62990.0,42911.0,190.0,2.0,0.015,5000.0
19863,648,2023-11-13,7,127120.0,2023-12-03,20,monge mini adult chicken de 3 kg,adultos,alimento,25990.0,18160.0,78.0,4.0,0.015,1700.0
19879,596,2023-11-20,11,732270.0,2023-12-13,23,royal canin maxi adulto 15 kg,adultos,alimento,85410.0,66570.0,257.0,3.0,0.015,3000.0
19896,629,2023-11-20,14,823256.0,2023-12-22,32,eukanuba adulto large breed 15 kg,adultos,alimento,82410.0,58804.0,249.0,3.0,0.015,3400.0
19898,834,2023-11-20,10,468160.0,2023-12-08,18,brit care adult medium breed l&r 12 kg,adultos,alimento,62990.0,46816.0,190.0,4.0,0.015,1850.0
19992,1005,2023-12-04,3,147211.49999999994,2023-12-26,22,bravery chicken adult large/medium breeds 12 kg,adultos,alimento,54990.0,38403.0,165.0,0.0,0.015,650.0
20012,1324,2023-12-04,8,408888.0,2023-12-30,26,eukanuba puppy medium breed 15 kg,cachorros,alimento,78280.0,51111.0,236.0,2.0,0.015,2900.0
20328,534,2023-12-11,6,27195.33333333333,2023-12-30,19,belcando búfalo de agua 400 gr,humedo,alimento,5590.0,4294.0,18.0,0.0,0.015,650.0
20363,443,2023-12-11,25,699825.0,2024-01-02,22,bravery chicken mini adult small breeds 7 kg,adultos,alimento,35990.0,27993.0,109.0,0.0,0.015,3800.0
20428,709,2023-12-18,6,288966.0,2024-01-14,27,bravery salmon adult large/medium breed 12 kg,adultos,alimento,60990.0,48161.0,183.0,4.0,0.015,5300.0
20448,1433,2023-12-25,4,273648.0,2024-01-23,29,royal canin maxi junior 15 kgr,adultos,alimento,89240.0,68412.0,268.0,4.0,0.015,1900.0
20464,1272,2023-12-25,1,34476.0,2024-01-13,19,brit care duck endurance 12 kg,adultos,alimento,50900.0,34476.0,154.0,2.0,0.015,1800.0
20898,1734,2024-01-15,4,7132.799999999996,2024-02-06,22,bravery atún y vegetales alimento húmedo,humedo,alimento,1990.0,1486.0,6.0,8.0,0.015,4050.0
20904,1272,2024-01-15,8,293046.0,2024-02-02,18,brit care duck endurance 12 kg,adultos,alimento,50900.0,34476.0,154.0,2.0,0.015,1800.0
20906,1308,2024-01-15,4,171644.0,2024-02-05,21,brit care adulto large salmon & potato 12 kg,adultos,alimento,62990.0,42911.0,190.0,2.0,0.015,5000.0
20919,709,2024-01-15,9,465556.3333333332,2024-02-04,20,bravery salmon adult large/medium breed 12 kg,adultos,alimento,60990.0,48161.0,183.0,4.0,0.015,5300.0
20923,91,2024-01-15,13,415245.6,2024-02-04,20,royal can  vet cat  young male s/o 3.5 kilo,adultos,alimento,42480.0,31458.0,127.0,12.0,0.015,500.0
20937,596,2024-01-22,2,173082.0000000001,2024-02-17,26,royal canin maxi adulto 15 kg,adultos,alimento,85410.0,66570.0,257.0,3.0,0.015,3000.0
21002,1433,2024-01-29,28,1949742.0,2024-02-27,29,royal canin maxi junior 15 kgr,adultos,alimento,89240.0,68412.0,268.0,4.0,0.015,1900.0
21259,1308,2024-02-05,9,394781.2,2024-02-26,21,brit care adulto large salmon & potato 12 kg,adultos,alimento,62990.0,42911.0,190.0,2.0,0.015,5000.0
21357,532,2024-02-12,14,842973.3333333333,2024-03-04,21,pro plan adult large breed 15kg ar,adultos,alimento,77690.0,59504.0,234.0,1.0,0.015,4450.0
21363,629,2024-02-12,7,415548.2666666669,2024-03-08,25,eukanuba adulto large breed 15 kg,adultos,alimento,82410.0,58804.0,249.0,3.0,0.015,3400.0
21474,1650,2024-02-26,19,932176.0,2024-03-16,19,brit care dog show champion salmon 12 kg,adultos,alimento,63990.0,48216.0,193.0,6.0,0.015,1650.0
21482,1308,2024-02-26,0,34328.80000000003,2024-03-15,18,brit care adulto large salmon & potato 12 kg,adultos,alimento,62990.0,42911.0,190.0,2.0,0.015,5000.0
21484,1003,2024-02-26,4,160836.0,2024-03-15,18,brit care cat grain-free haircare healthy & shiny coat 7 kg,adultos,alimento,55990.0,40209.0,168.0,2.0,0.015,3400.0
