id,item_id,date,quantity,cost (CLP)_x,delivery_date,lead_time,description,description_2,group_description,unit_sale_price (CLP),cost (CLP)_y,storage_cost (CLP),stock,size_m3,cost_per_purchase
3246,1529,2020-11-02,5,170205.0,2020-11-21,19,bravery salmon adult cat sterilized 7 kg,adultos,alimento,49990.0,34041.0,150.0,0.0,0.015,2250.0
3270,1308,2020-11-09,2,114429.3333333334,2020-12-04,25,brit care adulto large salmon & potato 12 kg,adultos,alimento,62990.0,42911.0,190.0,2.0,0.015,5000.0
3318,483,2020-11-23,4,145160.0,2020-12-12,19,royal canin mini adulto  8 kg fr,adultos,alimento,48960.0,36290.0,147.0,1.0,0.015,500.0
3341,1698,2020-11-23,14,831318.9999999999,2020-12-13,20,brit care sensitive venison & potato 12 kg,adultos,alimento,74990.0,57999.0,226.0,0.0,0.015,2550.0
3433,629,2020-11-30,21,1270166.4,2020-12-23,23,eukanuba adulto large breed 15 kg,adultos,alimento,82410.0,58804.0,249.0,3.0,0.015,3400.0
3628,1476,2020-12-07,5,162195.0,2020-12-25,18,bravery chicken adult cat 7 kg,adultos,alimento,44990.0,32439.0,136.0,0.0,0.015,4850.0
3636,1621,2020-12-07,2,36240.0,2020-12-27,20,brit care puppy l&r 3 kg,cachorros,alimento,23900.0,18120.0,72.0,0.0,0.015,1800.0
3665,483,2020-12-14,5,181450.0,2021-01-01,18,royal canin mini adulto  8 kg fr,adultos,alimento,48960.0,36290.0,147.0,1.0,0.015,500.0
3722,1529,2020-12-21,2,68082.0,2021-01-08,18,bravery salmon adult cat sterilized 7 kg,adultos,alimento,49990.0,34041.0,150.0,0.0,0.015,2250.0
3744,419,2020-12-28,2,85286.0,2021-01-20,23,brit care weight loss rabbit 12 kg,weight control,alimento,63990.0,42643.0,193.0,4.0,0.015,1850.0
3757,279,2020-12-28,3,37536.0,2021-01-15,18,bravery light iberian pork mini adult small breeds 2 kg,adultos,alimento,16990.0,12512.0,52.0,1.0,0.015,2650.0
3759,1462,2020-12-28,18,379872.0,2021-01-15,18,pro plan reduce calorie sml brd 3kg ar,adultos,alimento,29550.0,21104.0,90.0,0.0,0.015,500.0
4045,1510,2021-01-11,1,50209.333333333154,2021-02-05,25,bravery salmon adult cat 7 kg,adultos,alimento,47990.0,37657.0,145.0,1.0,0.015,1050.0
4073,1529,2021-01-11,10,340410.0,2021-02-03,23,bravery salmon adult cat sterilized 7 kg,adultos,alimento,49990.0,34041.0,150.0,0.0,0.015,2250.0
4088,483,2021-01-18,7,254030.0,2021-02-05,18,royal canin mini adulto  8 kg fr,adultos,alimento,48960.0,36290.0,147.0,1.0,0.015,500.0
4110,279,2021-01-18,5,62560.0,2021-02-07,20,bravery light iberian pork mini adult small breeds 2 kg,adultos,alimento,16990.0,12512.0,52.0,1.0,0.015,2650.0
4124,1476,2021-01-25,1,32439.0,2021-02-12,18,bravery chicken adult cat 7 kg,adultos,alimento,44990.0,32439.0,136.0,0.0,0.015,4850.0
4156,709,2021-01-25,8,423816.8000000001,2021-02-21,27,bravery salmon adult large/medium breed 12 kg,adultos,alimento,60990.0,48161.0,183.0,4.0,0.015,5300.0
4160,1698,2021-01-25,3,173997.0,2021-02-18,24,brit care sensitive venison & potato 12 kg,adultos,alimento,74990.0,57999.0,226.0,0.0,0.015,2550.0
4289,1734,2021-02-01,15,22290.0,2021-02-19,18,bravery atún y vegetales alimento húmedo,humedo,alimento,1990.0,1486.0,6.0,8.0,0.015,4050.0
4447,534,2021-02-08,1,6441.0,2021-02-28,20,belcando búfalo de agua 400 gr,humedo,alimento,5590.0,4294.0,18.0,0.0,0.015,650.0
4457,483,2021-02-08,6,217740.0,2021-02-28,20,royal canin mini adulto  8 kg fr,adultos,alimento,48960.0,36290.0,147.0,1.0,0.015,500.0
4494,1476,2021-02-15,4,129756.0,2021-03-13,26,bravery chicken adult cat 7 kg,adultos,alimento,44990.0,32439.0,136.0,0.0,0.015,4850.0
4803,1529,2021-03-01,4,136164.0,2021-03-20,19,bravery salmon adult cat sterilized 7 kg,adultos,alimento,49990.0,34041.0,150.0,0.0,0.015,2250.0
4812,642,2021-03-01,6,268344.0,2021-03-21,20,proplan active mind rz mediana y grande 15kg,senior,alimento,56900.0,44724.0,172.0,0.0,0.015,5700.0
4846,596,2021-03-08,0,13314.00000000019,2021-04-10,33,royal canin maxi adulto 15 kg,adultos,alimento,85410.0,66570.0,257.0,3.0,0.015,3000.0
4853,629,2021-03-08,10,599800.7999999999,2021-04-10,33,eukanuba adulto large breed 15 kg,adultos,alimento,82410.0,58804.0,249.0,3.0,0.015,3400.0
4888,1476,2021-03-15,14,454146.0,2021-04-03,19,bravery chicken adult cat 7 kg,adultos,alimento,44990.0,32439.0,136.0,0.0,0.015,4850.0
4917,1462,2021-03-15,3,70346.66666666664,2021-04-03,19,pro plan reduce calorie sml brd 3kg ar,adultos,alimento,29550.0,21104.0,90.0,0.0,0.015,500.0
4933,1510,2021-03-22,13,489541.0,2021-04-13,22,bravery salmon adult cat 7 kg,adultos,alimento,47990.0,37657.0,145.0,1.0,0.015,1050.0
4959,709,2021-03-22,7,337127.0,2021-04-19,28,bravery salmon adult large/medium breed 12 kg,adultos,alimento,60990.0,48161.0,183.0,4.0,0.015,5300.0
5051,1556,2021-04-05,0,8460.000000000015,2021-04-23,18,amity sp low grain salmon adult 4 kg,adultos,alimento,18990.0,12690.0,57.0,0.0,0.015,1700.0
5240,1529,2021-04-05,3,102123.0,2021-04-26,21,bravery salmon adult cat sterilized 7 kg,adultos,alimento,49990.0,34041.0,150.0,0.0,0.015,2250.0
5281,1005,2021-04-12,4,153612.0,2021-05-03,21,bravery chicken adult large/medium breeds 12 kg,adultos,alimento,54990.0,38403.0,165.0,0.0,0.015,650.0
5287,596,2021-04-12,29,1930530.0,2021-05-03,21,royal canin maxi adulto 15 kg,adultos,alimento,85410.0,66570.0,257.0,3.0,0.015,3000.0
5329,1476,2021-04-19,12,410894.0,2021-05-13,24,bravery chicken adult cat 7 kg,adultos,alimento,44990.0,32439.0,136.0,0.0,0.015,4850.0
5353,709,2021-04-19,4,192644.0,2021-05-08,19,bravery salmon adult large/medium breed 12 kg,adultos,alimento,60990.0,48161.0,183.0,4.0,0.015,5300.0
5393,1529,2021-04-26,6,204246.0,2021-05-16,20,bravery salmon adult cat sterilized 7 kg,adultos,alimento,49990.0,34041.0,150.0,0.0,0.015,2250.0
5440,1510,2021-05-03,3,138075.66666666657,2021-05-24,21,bravery salmon adult cat 7 kg,adultos,alimento,47990.0,37657.0,145.0,1.0,0.015,1050.0
5552,1272,2021-05-03,6,217198.8,2021-05-23,20,brit care duck endurance 12 kg,adultos,alimento,50900.0,34476.0,154.0,2.0,0.015,1800.0
5644,520,2021-05-03,5,167154.0000000001,2021-05-22,19,bravery lamb mini adulto small breed 7 kg,adultos,alimento,43990.0,32145.0,132.0,2.0,0.015,500.0
5713,1433,2021-05-17,17,1163004.0,2021-06-20,34,royal canin maxi junior 15 kgr,adultos,alimento,89240.0,68412.0,268.0,4.0,0.015,1900.0
5731,1003,2021-05-17,1,40209.0,2021-06-05,19,brit care cat grain-free haircare healthy & shiny coat 7 kg,adultos,alimento,55990.0,40209.0,168.0,2.0,0.015,3400.0
5739,1706,2021-05-17,11,366894.0,2021-06-10,24,pro plan adulto optihealth r/m 15 kg,adultos,alimento,49500.0,33354.0,149.0,0.0,0.015,3850.0
5743,1529,2021-05-17,4,136164.0,2021-06-04,18,bravery salmon adult cat sterilized 7 kg,adultos,alimento,49990.0,34041.0,150.0,0.0,0.015,2250.0
5752,596,2021-05-24,5,377229.9999999998,2021-06-11,18,royal canin maxi adulto 15 kg,adultos,alimento,85410.0,66570.0,257.0,3.0,0.015,3000.0
6030,642,2021-05-31,4,178896.0,2021-06-25,25,proplan active mind rz mediana y grande 15kg,senior,alimento,56900.0,44724.0,172.0,0.0,0.015,5700.0
6075,1734,2021-06-07,7,10402.0,2021-06-29,22,bravery atún y vegetales alimento húmedo,humedo,alimento,1990.0,1486.0,6.0,8.0,0.015,4050.0
6080,1308,2021-06-07,3,128733.0,2021-06-26,19,brit care adulto large salmon & potato 12 kg,adultos,alimento,62990.0,42911.0,190.0,2.0,0.015,5000.0
6088,279,2021-06-07,4,50048.0,2021-06-26,19,bravery light iberian pork mini adult small breeds 2 kg,adultos,alimento,16990.0,12512.0,52.0,1.0,0.015,2650.0
6104,596,2021-06-14,24,1619870.0000000002,2021-07-06,22,royal canin maxi adulto 15 kg,adultos,alimento,85410.0,66570.0,257.0,3.0,0.015,3000.0
6111,966,2021-06-14,4,69764.0,2021-07-03,19,bravery lamb adult large/medium b. 4 kg,adultos,alimento,22900.0,17441.0,70.0,1.0,0.015,1350.0
6135,1529,2021-06-14,2,68082.0,2021-07-03,19,bravery salmon adult cat sterilized 7 kg,adultos,alimento,49990.0,34041.0,150.0,0.0,0.015,2250.0
6139,1005,2021-06-21,0,25602.000000000047,2021-07-09,18,bravery chicken adult large/medium breeds 12 kg,adultos,alimento,54990.0,38403.0,165.0,0.0,0.015,650.0
6152,1433,2021-06-21,18,1277023.9999999998,2021-07-18,27,royal canin maxi junior 15 kgr,adultos,alimento,89240.0,68412.0,268.0,4.0,0.015,1900.0
6166,1272,2021-06-21,1,34476.0,2021-07-10,19,brit care duck endurance 12 kg,adultos,alimento,50900.0,34476.0,154.0,2.0,0.015,1800.0
6175,1706,2021-06-21,2,66708.0,2021-07-09,18,pro plan adulto optihealth r/m 15 kg,adultos,alimento,49500.0,33354.0,149.0,0.0,0.015,3850.0
6201,901,2021-06-28,1,18538.0,2021-07-17,19,yorkshire terrier adulto  2.5kilo,razas,alimento,27650.0,18538.0,83.0,4.0,0.015,800.0
6367,1734,2021-07-05,10,14860.0,2021-07-24,19,bravery atún y vegetales alimento húmedo,humedo,alimento,1990.0,1486.0,6.0,8.0,0.015,4050.0
6526,596,2021-07-12,7,465990.0,2021-07-30,18,royal canin maxi adulto 15 kg,adultos,alimento,85410.0,66570.0,257.0,3.0,0.015,3000.0
6549,1308,2021-07-12,17,729487.0,2021-08-02,21,brit care adulto large salmon & potato 12 kg,adultos,alimento,62990.0,42911.0,190.0,2.0,0.015,5000.0
6557,1529,2021-07-12,1,34041.0,2021-07-30,18,bravery salmon adult cat sterilized 7 kg,adultos,alimento,49990.0,34041.0,150.0,0.0,0.015,2250.0
6572,901,2021-07-19,1,18538.0,2021-08-06,18,yorkshire terrier adulto  2.5kilo,razas,alimento,27650.0,18538.0,83.0,4.0,0.015,800.0
6574,1433,2021-07-19,29,1983948.0000000005,2021-08-16,28,royal canin maxi junior 15 kgr,adultos,alimento,89240.0,68412.0,268.0,4.0,0.015,1900.0
6590,709,2021-07-19,3,160536.66666666677,2021-08-12,24,bravery salmon adult large/medium breed 12 kg,adultos,alimento,60990.0,48161.0,183.0,4.0,0.015,5300.0
6925,1005,2021-08-09,12,470436.75,2021-09-01,23,bravery chicken adult large/medium breeds 12 kg,adultos,alimento,54990.0,38403.0,165.0,0.0,0.015,650.0
6931,485,2021-08-09,12,734508.0,2021-09-02,24,royal can. hepatic canine 10 kg.,medicados,alimento,91930.0,61209.0,277.0,0.0,0.015,500.0
6939,1773,2021-08-09,5,140387.5,2021-08-28,19,pro plan reduced calorie cat 3kg ar,adultos,alimento,36370.0,25525.0,109.0,2.0,0.015,2900.0
6987,1734,2021-08-16,8,11888.0,2021-09-04,19,bravery atún y vegetales alimento húmedo,humedo,alimento,1990.0,1486.0,6.0,8.0,0.015,4050.0
7003,648,2021-08-16,10,196128.0,2021-09-04,19,monge mini adult chicken de 3 kg,adultos,alimento,25990.0,18160.0,78.0,4.0,0.015,1700.0
7065,596,2021-08-30,6,410514.9999999998,2021-09-17,18,royal canin maxi adulto 15 kg,adultos,alimento,85410.0,66570.0,257.0,3.0,0.015,3000.0
7066,1556,2021-08-30,6,80369.99999999999,2021-09-18,19,amity sp low grain salmon adult 4 kg,adultos,alimento,18990.0,12690.0,57.0,0.0,0.015,1700.0
7097,709,2021-08-30,14,679605.2222222224,2021-09-22,23,bravery salmon adult large/medium breed 12 kg,adultos,alimento,60990.0,48161.0,183.0,4.0,0.015,5300.0
7330,520,2021-09-06,8,282875.9999999999,2021-09-25,19,bravery lamb mini adulto small breed 7 kg,adultos,alimento,43990.0,32145.0,132.0,2.0,0.015,500.0
7370,1650,2021-09-13,2,128576.00000000006,2021-10-02,19,brit care dog show champion salmon 12 kg,adultos,alimento,63990.0,48216.0,193.0,6.0,0.015,1650.0
7382,1308,2021-09-13,16,715183.3333333334,2021-10-06,23,brit care adulto large salmon & potato 12 kg,adultos,alimento,62990.0,42911.0,190.0,2.0,0.015,5000.0
7425,1476,2021-09-27,1,32439.0,2021-10-16,19,bravery chicken adult cat 7 kg,adultos,alimento,44990.0,32439.0,136.0,0.0,0.015,4850.0
7431,832,2021-09-27,25,1179375.0,2021-10-19,22,royal can fhn fit 32 7.5 kilo,adultos,alimento,65290.0,47175.0,196.0,3.0,0.015,2200.0
7442,1734,2021-09-27,1,1486.0,2021-10-19,22,bravery atún y vegetales alimento húmedo,humedo,alimento,1990.0,1486.0,6.0,8.0,0.015,4050.0
7460,1462,2021-09-27,2,42208.0,2021-10-15,18,pro plan reduce calorie sml brd 3kg ar,adultos,alimento,29550.0,21104.0,90.0,0.0,0.015,500.0
7463,1529,2021-09-27,2,68082.0,2021-10-16,19,bravery salmon adult cat sterilized 7 kg,adultos,alimento,49990.0,34041.0,150.0,0.0,0.015,2250.0
7513,596,2021-10-04,21,1447897.5,2021-11-04,31,royal canin maxi adulto 15 kg,adultos,alimento,85410.0,66570.0,257.0,3.0,0.015,3000.0
7635,1688,2021-10-04,2,73520.0,2021-10-22,18,monge maxi adult chicken de 12 kg,adultos,alimento,54390.0,36760.0,164.0,1.0,0.015,5150.0
7709,648,2021-10-04,5,103512.0,2021-10-24,20,monge mini adult chicken de 3 kg,adultos,alimento,25990.0,18160.0,78.0,4.0,0.015,1700.0
7760,629,2021-10-11,1,68604.66666666673,2021-11-10,30,eukanuba adulto large breed 15 kg,adultos,alimento,82410.0,58804.0,249.0,3.0,0.015,3400.0
7779,709,2021-10-11,10,481610.0,2021-11-02,22,bravery salmon adult large/medium breed 12 kg,adultos,alimento,60990.0,48161.0,183.0,4.0,0.015,5300.0
7802,1433,2021-10-18,0,10365.454545454111,2021-11-18,31,royal canin maxi junior 15 kgr,adultos,alimento,89240.0,68412.0,268.0,4.0,0.015,1900.0
7830,1529,2021-10-18,15,510615.0,2021-11-07,20,bravery salmon adult cat sterilized 7 kg,adultos,alimento,49990.0,34041.0,150.0,0.0,0.015,2250.0
7860,419,2021-10-25,2,85286.0,2021-11-17,23,brit care weight loss rabbit 12 kg,weight control,alimento,63990.0,42643.0,193.0,4.0,0.015,1850.0
7875,1003,2021-10-25,3,120627.0,2021-11-12,18,brit care cat grain-free haircare healthy & shiny coat 7 kg,adultos,alimento,55990.0,40209.0,168.0,2.0,0.015,3400.0
7884,91,2021-10-25,2,62916.0,2021-11-16,22,royal can  vet cat  young male s/o 3.5 kilo,adultos,alimento,42480.0,31458.0,127.0,12.0,0.015,500.0
7903,1510,2021-11-01,8,326360.66666666657,2021-11-20,19,bravery salmon adult cat 7 kg,adultos,alimento,47990.0,37657.0,145.0,1.0,0.015,1050.0
7922,1308,2021-11-01,3,143036.66666666663,2021-11-23,22,brit care adulto large salmon & potato 12 kg,adultos,alimento,62990.0,42911.0,190.0,2.0,0.015,5000.0
7930,648,2021-11-01,8,145280.0,2021-11-19,18,monge mini adult chicken de 3 kg,adultos,alimento,25990.0,18160.0,78.0,4.0,0.015,1700.0
7952,1734,2021-11-08,4,5944.0,2021-11-28,20,bravery atún y vegetales alimento húmedo,humedo,alimento,1990.0,1486.0,6.0,8.0,0.015,4050.0
7972,709,2021-11-08,2,96322.0,2021-12-05,27,bravery salmon adult large/medium breed 12 kg,adultos,alimento,60990.0,48161.0,183.0,4.0,0.015,5300.0
7989,1476,2021-11-15,16,540649.9999999999,2021-12-13,28,bravery chicken adult cat 7 kg,adultos,alimento,44990.0,32439.0,136.0,0.0,0.015,4850.0
7999,629,2021-11-15,17,1033970.3333333333,2021-12-06,21,eukanuba adulto large breed 15 kg,adultos,alimento,82410.0,58804.0,249.0,3.0,0.015,3400.0
8030,1462,2021-11-15,3,79391.23809523803,2021-12-03,18,pro plan reduce calorie sml brd 3kg ar,adultos,alimento,29550.0,21104.0,90.0,0.0,0.015,500.0
8038,534,2021-11-22,10,42940.0,2021-12-10,18,belcando búfalo de agua 400 gr,humedo,alimento,5590.0,4294.0,18.0,0.0,0.015,650.0
8042,485,2021-11-22,6,367254.0,2021-12-18,26,royal can. hepatic canine 10 kg.,medicados,alimento,91930.0,61209.0,277.0,0.0,0.015,500.0
8049,832,2021-11-22,8,377400.0,2021-12-10,18,royal can fhn fit 32 7.5 kilo,adultos,alimento,65290.0,47175.0,196.0,3.0,0.015,2200.0
8052,1433,2021-11-22,10,696558.5454545455,2021-12-23,31,royal canin maxi junior 15 kgr,adultos,alimento,89240.0,68412.0,268.0,4.0,0.015,1900.0
8057,1773,2021-11-22,13,344587.5,2021-12-10,18,pro plan reduced calorie cat 3kg ar,adultos,alimento,36370.0,25525.0,109.0,2.0,0.015,2900.0
8177,596,2021-12-06,5,369463.4999999998,2021-12-29,23,royal canin maxi adulto 15 kg,adultos,alimento,85410.0,66570.0,257.0,3.0,0.015,3000.0
8227,629,2021-12-06,6,355764.20000000007,2021-12-31,25,eukanuba adulto large breed 15 kg,adultos,alimento,82410.0,58804.0,249.0,3.0,0.015,3400.0
8455,1476,2021-12-20,3,97317.0,2022-01-10,21,bravery chicken adult cat 7 kg,adultos,alimento,44990.0,32439.0,136.0,0.0,0.015,4850.0
8466,966,2021-12-20,0,5813.666666666646,2022-01-07,18,bravery lamb adult large/medium b. 4 kg,adultos,alimento,22900.0,17441.0,70.0,1.0,0.015,1350.0
8479,1688,2021-12-20,2,73520.0,2022-01-07,18,monge maxi adult chicken de 12 kg,adultos,alimento,54390.0,36760.0,164.0,1.0,0.015,5150.0
8493,709,2021-12-20,2,96322.0,2022-01-07,18,bravery salmon adult large/medium breed 12 kg,adultos,alimento,60990.0,48161.0,183.0,4.0,0.015,5300.0
8509,1433,2021-12-27,13,912160.0,2022-01-26,30,royal canin maxi junior 15 kgr,adultos,alimento,89240.0,68412.0,268.0,4.0,0.015,1900.0
8594,596,2022-01-03,12,828796.5000000002,2022-01-23,20,royal canin maxi adulto 15 kg,adultos,alimento,85410.0,66570.0,257.0,3.0,0.015,3000.0
8643,629,2022-01-03,23,1393654.8,2022-01-21,18,eukanuba adulto large breed 15 kg,adultos,alimento,82410.0,58804.0,249.0,3.0,0.015,3400.0
8689,1734,2022-01-03,14,21101.199999999997,2022-01-22,19,bravery atún y vegetales alimento húmedo,humedo,alimento,1990.0,1486.0,6.0,8.0,0.015,4050.0
8846,1005,2022-01-10,9,364828.5,2022-01-29,19,bravery chicken adult large/medium breeds 12 kg,adultos,alimento,54990.0,38403.0,165.0,0.0,0.015,650.0
8873,9,2022-01-10,8,13073.0,2022-01-28,18,pro plan gatos adulto pollo pouch 85 gr,humedo,alimento,2330.0,1538.0,8.0,2.0,0.015,2000.0
8936,1706,2022-01-17,1,33354.0,2022-02-04,18,pro plan adulto optihealth r/m 15 kg,adultos,alimento,49500.0,33354.0,149.0,0.0,0.015,3850.0
8967,543,2022-01-24,3,141321.0,2022-02-12,19,brit care adult large breed l&r 12 kg,adultos,alimento,62990.0,47107.0,190.0,4.0,0.015,5250.0
8999,443,2022-01-24,37,1035741.0,2022-02-13,20,bravery chicken mini adult small breeds 7 kg,adultos,alimento,35990.0,27993.0,109.0,0.0,0.015,3800.0
9007,520,2022-01-24,1,57860.99999999991,2022-02-11,18,bravery lamb mini adulto small breed 7 kg,adultos,alimento,43990.0,32145.0,132.0,2.0,0.015,500.0
9082,1433,2022-01-31,18,1257477.714285714,2022-02-21,21,royal canin maxi junior 15 kgr,adultos,alimento,89240.0,68412.0,268.0,4.0,0.015,1900.0
9112,1366,2022-01-31,1,34561.0,2022-02-18,18,amity sp low grain chicken puppy 14 kg,cachorros,alimento,52990.0,34561.0,160.0,0.0,0.015,5400.0
9153,1650,2022-01-31,2,96432.0,2022-02-18,18,brit care dog show champion salmon 12 kg,adultos,alimento,63990.0,48216.0,193.0,6.0,0.015,1650.0
9328,596,2022-02-07,10,722760.0,2022-02-26,19,royal canin maxi adulto 15 kg,adultos,alimento,85410.0,66570.0,257.0,3.0,0.015,3000.0
9362,1706,2022-02-07,13,447896.5714285715,2022-02-25,18,pro plan adulto optihealth r/m 15 kg,adultos,alimento,49500.0,33354.0,149.0,0.0,0.015,3850.0
9368,1225,2022-02-14,15,422550.0,2022-03-05,19,bravery light iberian pork mini adult small breeds 7 kg,weight control,alimento,43320.0,28170.0,131.0,0.0,0.015,4350.0
9375,1510,2022-02-14,3,145607.06666666642,2022-03-06,20,bravery salmon adult cat 7 kg,adultos,alimento,47990.0,37657.0,145.0,1.0,0.015,1050.0
9383,629,2022-02-14,0,17641.20000000004,2022-03-10,24,eukanuba adulto large breed 15 kg,adultos,alimento,82410.0,58804.0,249.0,3.0,0.015,3400.0
9429,534,2022-02-21,4,17891.66666666667,2022-03-11,18,belcando búfalo de agua 400 gr,humedo,alimento,5590.0,4294.0,18.0,0.0,0.015,650.0
9461,1734,2022-02-21,9,13671.200000000004,2022-03-16,23,bravery atún y vegetales alimento húmedo,humedo,alimento,1990.0,1486.0,6.0,8.0,0.015,4050.0
9482,709,2022-02-21,2,96322.0,2022-03-11,18,bravery salmon adult large/medium breed 12 kg,adultos,alimento,60990.0,48161.0,183.0,4.0,0.015,5300.0
9554,596,2022-02-28,29,1973325.0,2022-03-22,22,royal canin maxi adulto 15 kg,adultos,alimento,85410.0,66570.0,257.0,3.0,0.015,3000.0
9739,443,2022-02-28,2,55986.0,2022-03-18,18,bravery chicken mini adult small breeds 7 kg,adultos,alimento,35990.0,27993.0,109.0,0.0,0.015,3800.0
9874,279,2022-03-07,8,106352.0,2022-03-27,20,bravery light iberian pork mini adult small breeds 2 kg,adultos,alimento,16990.0,12512.0,52.0,1.0,0.015,2650.0
9894,1476,2022-03-14,0,6487.7999999999765,2022-04-07,24,bravery chicken adult cat 7 kg,adultos,alimento,44990.0,32439.0,136.0,0.0,0.015,4850.0
9919,114,2022-03-14,3,25644.80000000002,2022-04-10,27,dingo dental stick huesitos ,snack,alimento,11990.0,8014.0,36.0,15.0,0.015,1100.0
9923,1166,2022-03-14,7,221515.0,2022-04-01,18,royal can  vet cat  young female  s/o 3.5 kilo,adultos,alimento,42480.0,31645.0,127.0,5.0,0.015,5750.0
9990,520,2022-03-21,12,385740.0,2022-04-10,20,bravery lamb mini adulto small breed 7 kg,adultos,alimento,43990.0,32145.0,132.0,2.0,0.015,500.0
10043,91,2022-03-28,8,280500.50000000006,2022-04-22,25,royal can  vet cat  young male s/o 3.5 kilo,adultos,alimento,42480.0,31458.0,127.0,12.0,0.015,500.0
10134,1433,2022-04-04,22,1505064.0,2022-04-23,19,royal canin maxi junior 15 kgr,adultos,alimento,89240.0,68412.0,268.0,4.0,0.015,1900.0
10336,709,2022-04-04,4,208697.6666666664,2022-04-25,21,bravery salmon adult large/medium breed 12 kg,adultos,alimento,60990.0,48161.0,183.0,4.0,0.015,5300.0
10389,1476,2022-04-11,21,684823.3333333335,2022-05-08,27,bravery chicken adult cat 7 kg,adultos,alimento,44990.0,32439.0,136.0,0.0,0.015,4850.0
10400,483,2022-04-11,3,108870.0,2022-04-30,19,royal canin mini adulto  8 kg fr,adultos,alimento,48960.0,36290.0,147.0,1.0,0.015,500.0
10422,114,2022-04-11,22,177910.8,2022-05-07,26,dingo dental stick huesitos ,snack,alimento,11990.0,8014.0,36.0,15.0,0.015,1100.0
10448,832,2022-04-18,14,660450.0,2022-05-11,23,royal can fhn fit 32 7.5 kilo,adultos,alimento,65290.0,47175.0,196.0,3.0,0.015,2200.0
10469,1308,2022-04-18,5,214555.0,2022-05-17,29,brit care adulto large salmon & potato 12 kg,adultos,alimento,62990.0,42911.0,190.0,2.0,0.015,5000.0
10504,1591,2022-04-25,2,67908.0,2022-05-15,20,pro plan active mind small breed 7.5 kg,senior,alimento,47120.0,33954.0,142.0,1.0,0.015,4050.0
10507,128,2022-04-25,4,56208.0,2022-05-15,20,brit care cat grain-free haircare healthy & shiny coat 2 kg,adultos,alimento,18990.0,14052.0,57.0,5.0,0.015,500.0
10510,1433,2022-04-25,1,68412.0,2022-06-01,37,royal canin maxi junior 15 kgr,adultos,alimento,89240.0,68412.0,268.0,4.0,0.015,1900.0
10540,1706,2022-04-25,17,567018.0,2022-05-16,21,pro plan adulto optihealth r/m 15 kg,adultos,alimento,49500.0,33354.0,149.0,0.0,0.015,3850.0
10549,91,2022-04-25,12,403711.0,2022-05-18,23,royal can  vet cat  young male s/o 3.5 kilo,adultos,alimento,42480.0,31458.0,127.0,12.0,0.015,500.0
10663,999,2022-05-02,2,67908.0,2022-05-26,24,proplan puppy optis. large br. 15 kg.,cachorros,alimento,49900.0,33954.0,150.0,4.0,0.015,4200.0
10674,629,2022-05-02,8,509634.6666666665,2022-05-24,22,eukanuba adulto large breed 15 kg,adultos,alimento,82410.0,58804.0,249.0,3.0,0.015,3400.0
10836,1678,2022-05-02,4,253300.0,2022-05-20,18,royal can. urinary canine 10 kg.,medicados,alimento,93370.0,63325.0,282.0,0.0,0.015,1850.0
10888,1476,2022-05-09,13,450541.66666666657,2022-06-03,25,bravery chicken adult cat 7 kg,adultos,alimento,44990.0,32439.0,136.0,0.0,0.015,4850.0
10935,1005,2022-05-16,6,230418.0,2022-06-05,20,bravery chicken adult large/medium breeds 12 kg,adultos,alimento,54990.0,38403.0,165.0,0.0,0.015,650.0
10939,534,2022-05-16,3,14415.571428571431,2022-06-04,19,belcando búfalo de agua 400 gr,humedo,alimento,5590.0,4294.0,18.0,0.0,0.015,650.0
10980,114,2022-05-16,4,32056.0,2022-06-09,24,dingo dental stick huesitos ,snack,alimento,11990.0,8014.0,36.0,15.0,0.015,1100.0
11085,629,2022-05-30,27,1638671.4666666668,2022-06-19,20,eukanuba adulto large breed 15 kg,adultos,alimento,82410.0,58804.0,249.0,3.0,0.015,3400.0
11111,758,2022-05-30,11,520069.0,2022-06-21,22,brit care gf junior large breed salmon  12 kg,cachorros,alimento,64990.0,47279.0,196.0,2.0,0.015,3350.0
11116,1706,2022-05-30,12,400248.0,2022-06-17,18,pro plan adulto optihealth r/m 15 kg,adultos,alimento,49500.0,33354.0,149.0,0.0,0.015,3850.0
11121,1529,2022-05-30,6,204246.0,2022-06-22,23,bravery salmon adult cat sterilized 7 kg,adultos,alimento,49990.0,34041.0,150.0,0.0,0.015,2250.0
11139,1005,2022-06-06,13,532521.6,2022-07-01,25,bravery chicken adult large/medium breeds 12 kg,adultos,alimento,54990.0,38403.0,165.0,0.0,0.015,650.0
11213,1433,2022-06-06,3,205236.0,2022-06-29,23,royal canin maxi junior 15 kgr,adultos,alimento,89240.0,68412.0,268.0,4.0,0.015,1900.0
11234,834,2022-06-06,2,93632.0,2022-06-29,23,brit care adult medium breed l&r 12 kg,adultos,alimento,62990.0,46816.0,190.0,4.0,0.015,1850.0
11389,1698,2022-06-06,2,115998.0,2022-06-28,22,brit care sensitive venison & potato 12 kg,adultos,alimento,74990.0,57999.0,226.0,0.0,0.015,2550.0
11440,1734,2022-06-13,18,26748.0,2022-07-03,20,bravery atún y vegetales alimento húmedo,humedo,alimento,1990.0,1486.0,6.0,8.0,0.015,4050.0
11556,1308,2022-06-27,1,57214.666666666766,2022-07-22,25,brit care adulto large salmon & potato 12 kg,adultos,alimento,62990.0,42911.0,190.0,2.0,0.015,5000.0
