item_id,average_pct_change_2022
1790,3.0826855896039627
1796,2.628540728343803
1797,2.273069945346985
1852,2.2138074425574428
1795,1.86294913658346
1818,1.6079605636097212
1832,1.5716522030293762
1792,1.5456748422362971
752,1.5333333333333334
966,1.4954134366925065
