item_id,average_pct_change_2023
0,0.0
3,0.0
4,0.0
29,0.0
42,0.0
46,0.0
57,0.0
64,0.0
65,0.0
69,0.0
79,0.0
80,0.0
84,0.0
85,0.0
86,0.0
89,0.0
90,0.0
93,0.0
94,0.0
96,0.0
97,0.0
100,0.0
103,0.0
105,0.0
106,0.0
107,0.0
109,0.0
112,0.0
116,0.0
120,0.0
121,0.0
127,0.0
129,0.0
135,0.0
136,0.0
139,0.0
142,0.0
144,0.0
145,0.0
146,0.0
148,0.0
150,0.0
153,0.0
159,0.0
162,0.0
163,0.0
170,0.0
171,0.0
172,0.0
175,0.0
177,0.0
178,0.0
182,0.0
186,0.0
187,0.0
191,0.0
200,0.0
209,0.0
213,0.0
214,0.0
217,0.0
218,0.0
219,0.0
223,0.0
229,0.0
232,0.0
235,0.0
239,0.0
242,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
269,0.0
280,0.0
283,0.0
284,0.0
285,0.0
286,0.0
288,0.0
290,0.0
294,0.0
299,0.0
300,0.0
303,0.0
306,0.0
308,0.0
309,0.0
313,0.0
315,0.0
317,0.0
321,0.0
322,0.0
323,0.0
327,0.0
332,0.0
341,0.0
342,0.0
345,0.0
347,0.0
351,0.0
352,0.0
354,0.0
355,0.0
357,0.0
360,0.0
361,0.0
372,0.0
376,0.0
378,0.0
382,0.0
385,0.0
388,0.0
389,0.0
390,0.0
391,0.0
395,0.0
397,0.0
401,0.0
406,0.0
410,0.0
411,0.0
412,0.0
418,0.0
420,0.0
428,0.0
430,0.0
433,0.0
435,0.0
437,0.0
438,0.0
447,0.0
449,0.0
451,0.0
453,0.0
457,0.0
468,0.0
469,0.0
474,0.0
475,0.0
476,0.0
477,0.0
479,0.0
480,0.0
482,0.0
486,0.0
487,0.0
490,0.0
492,0.0
499,0.0
501,0.0
503,0.0
510,0.0
513,0.0
518,0.0
519,0.0
523,0.0
527,0.0
529,0.0
530,0.0
533,0.0
536,0.0
541,0.0
551,0.0
553,0.0
558,0.0
566,0.0
567,0.0
572,0.0
573,0.0
576,0.0
582,0.0
585,0.0
586,0.0
587,0.0
590,0.0
591,0.0
598,0.0
600,0.0
601,0.0
602,0.0
608,0.0
610,0.0
611,0.0
614,0.0
615,0.0
616,0.0
618,0.0
621,0.0
626,0.0
633,0.0
635,0.0
636,0.0
638,0.0
641,0.0
644,0.0
646,0.0
649,0.0
652,0.0
656,0.0
663,0.0
664,0.0
665,0.0
666,0.0
668,0.0
671,0.0
672,0.0
679,0.0
680,0.0
682,0.0
684,0.0
685,0.0
691,0.0
695,0.0
700,0.0
701,0.0
705,0.0
707,0.0
711,0.0
720,0.0
722,0.0
730,0.0
731,0.0
732,0.0
735,0.0
738,0.0
741,0.0
745,0.0
749,0.0
755,0.0
757,0.0
762,0.0
765,0.0
767,0.0
768,0.0
769,0.0
772,0.0
773,0.0
775,0.0
776,0.0
778,0.0
781,0.0
786,0.0
787,0.0
792,0.0
796,0.0
801,0.0
803,0.0
806,0.0
811,0.0
812,0.0
820,0.0
829,0.0
838,0.0
841,0.0
843,0.0
846,0.0
847,0.0
848,0.0
849,0.0
853,0.0
854,0.0
857,0.0
858,0.0
862,0.0
864,0.0
866,0.0
871,0.0
872,0.0
876,0.0
880,0.0
882,0.0
887,0.0
894,0.0
896,0.0
897,0.0
906,0.0
907,0.0
910,0.0
911,0.0
917,0.0
922,0.0
924,0.0
925,0.0
927,0.0
929,0.0
931,0.0
932,0.0
938,0.0
939,0.0
940,0.0
944,0.0
946,0.0
947,0.0
949,0.0
950,0.0
960,0.0
961,0.0
962,0.0
963,0.0
967,0.0
970,0.0
973,0.0
978,0.0
979,0.0
981,0.0
984,0.0
985,0.0
986,0.0
987,0.0
988,0.0
989,0.0
992,0.0
993,0.0
995,0.0
997,0.0
998,0.0
1000,0.0
1001,0.0
1006,0.0
1008,0.0
1010,0.0
1011,0.0
1012,0.0
1016,0.0
1017,0.0
1023,0.0
1025,0.0
1027,0.0
1030,0.0
1031,0.0
1033,0.0
1035,0.0
1041,0.0
1042,0.0
1055,0.0
1057,0.0
1059,0.0
1062,0.0
1066,0.0
1070,0.0
1073,0.0
1077,0.0
1078,0.0
1083,0.0
1086,0.0
1089,0.0
1096,0.0
1098,0.0
1103,0.0
1106,0.0
1110,0.0
1112,0.0
1117,0.0
1120,0.0
1122,0.0
1125,0.0
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1134,0.0
1140,0.0
1143,0.0
1144,0.0
1146,0.0
1147,0.0
1149,0.0
1151,0.0
1152,0.0
1157,0.0
1160,0.0
1170,0.0
1176,0.0
1177,0.0
1178,0.0
1181,0.0
1184,0.0
1187,0.0
1190,0.0
1196,0.0
1197,0.0
1199,0.0
1201,0.0
1202,0.0
1204,0.0
1205,0.0
1208,0.0
1211,0.0
1212,0.0
1218,0.0
1219,0.0
1221,0.0
1224,0.0
1226,0.0
1232,0.0
1233,0.0
1234,0.0
1238,0.0
1241,0.0
