item_id,average_pct_change_2020
4,0.0
18,0.0
23,0.0
34,0.0
37,0.0
39,0.0
40,0.0
49,0.0
52,0.0
53,0.0
55,0.0
56,0.0
64,0.0
80,0.0
85,0.0
90,0.0
96,0.0
99,0.0
115,0.0
118,0.0
120,0.0
121,0.0
124,0.0
126,0.0
136,0.0
144,0.0
150,0.0
152,0.0
155,0.0
160,0.0
166,0.0
168,0.0
172,0.0
173,0.0
175,0.0
187,0.0
188,0.0
196,0.0
213,0.0
215,0.0
223,0.0
224,0.0
226,0.0
228,0.0
229,0.0
232,0.0
237,0.0
239,0.0
245,0.0
247,0.0
255,0.0
256,0.0
262,0.0
263,0.0
265,0.0
268,0.0
284,0.0
288,0.0
289,0.0
290,0.0
291,0.0
293,0.0
298,0.0
299,0.0
307,0.0
310,0.0
313,0.0
315,0.0
319,0.0
323,0.0
324,0.0
331,0.0
339,0.0
340,0.0
348,0.0
349,0.0
352,0.0
355,0.0
356,0.0
360,0.0
363,0.0
366,0.0
375,0.0
377,0.0
378,0.0
382,0.0
389,0.0
390,0.0
394,0.0
402,0.0
409,0.0
423,0.0
426,0.0
427,0.0
428,0.0
436,0.0
438,0.0
445,0.0
447,0.0
450,0.0
479,0.0
482,0.0
486,0.0
489,0.0
490,0.0
491,0.0
492,0.0
499,0.0
502,0.0
510,0.0
512,0.0
521,0.0
527,0.0
528,0.0
530,0.0
540,0.0
547,0.0
550,0.0
551,0.0
552,0.0
553,0.0
555,0.0
562,0.0
563,0.0
564,0.0
567,0.0
568,0.0
570,0.0
573,0.0
576,0.0
582,0.0
583,0.0
585,0.0
588,0.0
591,0.0
593,0.0
595,0.0
598,0.0
606,0.0
608,0.0
616,0.0
617,0.0
618,0.0
622,0.0
623,0.0
635,0.0
640,0.0
641,0.0
644,0.0
646,0.0
653,0.0
658,0.0
664,0.0
665,0.0
668,0.0
669,0.0
670,0.0
680,0.0
687,0.0
689,0.0
691,0.0
696,0.0
697,0.0
700,0.0
703,0.0
704,0.0
705,0.0
707,0.0
711,0.0
713,0.0
717,0.0
726,0.0
731,0.0
732,0.0
737,0.0
743,0.0
749,0.0
754,0.0
755,0.0
759,0.0
762,0.0
769,0.0
770,0.0
772,0.0
774,0.0
790,0.0
793,0.0
798,0.0
801,0.0
802,0.0
803,0.0
806,0.0
814,0.0
816,0.0
820,0.0
833,0.0
837,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
849,0.0
851,0.0
857,0.0
866,0.0
871,0.0
872,0.0
878,0.0
880,0.0
883,0.0
884,0.0
886,0.0
892,0.0
898,0.0
899,0.0
901,0.0
904,0.0
907,0.0
909,0.0
910,0.0
912,0.0
917,0.0
918,0.0
919,0.0
921,0.0
927,0.0
932,0.0
935,0.0
941,0.0
944,0.0
947,0.0
948,0.0
958,0.0
962,0.0
963,0.0
965,0.0
973,0.0
980,0.0
982,0.0
986,0.0
987,0.0
988,0.0
1007,0.0
1017,0.0
1021,0.0
1022,0.0
1023,0.0
1025,0.0
1026,0.0
1035,0.0
1036,0.0
1039,0.0
1040,0.0
1057,0.0
1063,0.0
1070,0.0
1073,0.0
1076,0.0
1077,0.0
1086,0.0
1087,0.0
1103,0.0
1110,0.0
1116,0.0
1121,0.0
1122,0.0
1123,0.0
1133,0.0
1141,0.0
1142,0.0
1143,0.0
1147,0.0
1148,0.0
1151,0.0
1164,0.0
1174,0.0
1175,0.0
1176,0.0
1178,0.0
1180,0.0
1181,0.0
1182,0.0
1191,0.0
1195,0.0
1197,0.0
1199,0.0
1202,0.0
1205,0.0
1206,0.0
1208,0.0
1210,0.0
1211,0.0
1229,0.0
1230,0.0
1236,0.0
1238,0.0
1241,0.0
1242,0.0
1243,0.0
1246,0.0
1250,0.0
1266,0.0
1267,0.0
1276,0.0
1278,0.0
1280,0.0
1281,0.0
1285,0.0
1291,0.0
1298,0.0
1300,0.0
1306,0.0
1319,0.0
1322,0.0
1332,0.0
1336,0.0
1337,0.0
1345,0.0
1352,0.0
1359,0.0
1360,0.0
1362,0.0
1366,0.0
1368,0.0
1375,0.0
1378,0.0
1380,0.0
1383,0.0
1388,0.0
1391,0.0
1394,0.0
1400,0.0
1404,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1426,0.0
1427,0.0
1429,0.0
1441,0.0
1443,0.0
1453,0.0
1458,0.0
1461,0.0
1464,0.0
1471,0.0
1477,0.0
1483,0.0
1486,0.0
1492,0.0
1495,0.0
1496,0.0
1507,0.0
1517,0.0
1523,0.0
1542,0.0
1551,0.0
1553,0.0
1560,0.0
1565,0.0
1575,0.0
1577,0.0
1578,0.0
1580,0.0
1584,0.0
1585,0.0
1592,0.0
1597,0.0
1598,0.0
1604,0.0
1606,0.0
1607,0.0
1612,0.0
1614,0.0
1619,0.0
1620,0.0
1630,0.0
1637,0.0
1648,0.0
1652,0.0
1653,0.0
1658,0.0
1660,0.0
1661,0.0
1668,0.0
1671,0.0
1672,0.0
1676,0.0
1679,0.0
1680,0.0
1683,0.0
1687,0.0
1697,0.0
1713,0.0
1714,0.0
1715,0.0
1718,0.0
1722,0.0
1728,0.0
1736,0.0
1742,0.0
1743,0.0
1744,0.0
1745,0.0
1749,0.0
1751,0.0
1754,0.0
1756,0.0
1757,0.0
1759,0.0
1760,0.0
1766,0.0
1771,0.0
1839,0.0
