item_id,description,description_2,group_description,date,quantity,unit_sale_price (CLP),total (CLP),client_id
1786,nath adulto maxi sabor pollo y arroz integral,adultos,alimento,2020-11-26,1,19990.0,19990.0,4415.0
1827,hueso masticable con textura,juguetes,accesorio,2020-10-20,1,17990.0,17990.0,2811.0
1850,bravery alimento seco natural 7kg,adultos,alimento,2020-08-28,1,44990.0,44990.0,2457.0
1786,nath adulto maxi sabor pollo y arroz integral,adultos,alimento,2020-12-23,1,19990.0,19990.0,3734.0
1790,royal canin adulto maxi adult 15kg,adultos,alimento,2020-01-22,1,56990.0,56990.0,2921.0
412,nexgard spectra 7,,,2020-05-31,1,36990.0,36990.0,2595.0
1799,proplan adulto cat alimento para gato,adultos,alimento,2020-03-31,1,44990.0,44990.0,4780.0
1797,little jacs snack,snack,alimento,2020-09-30,1,5990.0,5990.0,450.0
1800,bravery chicken adult cat,adultos,alimento,2020-12-15,1,35990.0,35990.0,3573.0
1828,kong extreme dental con cuerda,juguetes,accesorio,2020-11-28,2,24990.0,49980.0,
1800,bravery chicken adult cat,adultos,alimento,2020-03-25,1,35990.0,35990.0,4130.0
1831,squeaky bounce ball large,juguetes,accesorio,2020-04-19,1,25990.0,25990.0,1556.0
629,eukanuba adulto large breed 15 kg,adultos,alimento,2020-07-30,2,82410.0,164820.0,5079.0
631,afp modern cat flash,juguetes,accesorios,2020-11-30,1,4690.0,4690.0,3121.0
1792,royal canin alimento húmedo perro adulto,humedo,alimento,2020-01-31,1,8990.0,8990.0,3228.0
1788,royal canin adulto mini adult 7,,,2020-09-05,1,42990.0,42990.0,4730.0
1813,caña con pompones,juguetes,accesorio,2020-09-23,1,3990.0,3990.0,4797.0
1717,royal canin mini puppy pouch 85 gr,humedo,alimento,2020-12-16,1,2330.0,2330.0,1499.0
1790,royal canin adulto maxi adult 15kg,adultos,alimento,2020-01-11,1,56990.0,56990.0,4616.0
721,pack conejo animal care,hogar-transporte,accesorios,2020-03-31,1,73760.0,73760.0,563.0
1817,puzzle tornado nivel 2,juguetes,accesorio,2020-01-15,1,24990.0,24990.0,721.0
1818,puzzle twister nivel 3,juguetes,accesorio,2020-09-29,3,35990.0,107970.0,3433.0
1785,dogxtreme pupy pollo y arroz,adultos,alimento,2020-05-26,1,24990.0,24990.0,2499.0
1840,parka premium perro,ropa,accesorio,2020-07-04,2,26990.0,53980.0,352.0
1860,small bird diet 1 kg,adultos,alimento,2020-11-30,1,16990.0,16990.0,4651.0
813,royal canin mini indoor adulto 2.5kg,adultos,alimento,2020-08-27,3,26300.0,78900.0,242.0
1853,pro plan alimento seco para adulto razas medianas 15 kg,adultos,alimento,2020-03-17,1,62990.0,62990.0,594.0
930,acana wild atlantic gato 1,,,2020-05-14,1,26490.0,26490.0,2092.0
1809,desparasitante bravecto para gatos,antiparasitarios,medicamento,2020-04-27,1,29990.0,29990.0,3097.0
1522,shampoo traper espuma seca perro 170 cc,higiene,medicamentos,2020-12-31,1,4990.0,4990.0,3121.0
1827,hueso masticable con textura,juguetes,accesorio,2020-10-10,1,17990.0,17990.0,1744.0
1813,caña con pompones,juguetes,accesorio,2020-05-30,1,3990.0,3990.0,4731.0
957,pink led leash large,paseo,accesorios,2020-05-31,1,16900.0,16900.0,2761.0
561,wanpy soft duck jerky stripos,snack,alimento,2020-11-19,2,4990.0,9980.0,4177.0
1830,dispensador small,juguetes,accesorio,2020-10-26,2,6990.0,13980.0,4018.0
1817,puzzle tornado nivel 2,juguetes,accesorio,2020-12-21,2,24990.0,49980.0,2203.0
1828,kong extreme dental con cuerda,juguetes,accesorio,2020-09-21,1,24990.0,24990.0,
751,acana wild atlantic - perro 11,,,2020-04-12,1,94200.0,94200.0,4060.0
1820,simparica antiparasitario 80 mg,antiparasitarios,medicamento,2020-11-18,1,15990.0,15990.0,4558.0
1853,pro plan alimento seco para adulto razas medianas 15 kg,adultos,alimento,2020-04-13,1,62990.0,62990.0,1862.0
1829,hueso entretenido,juguetes,accesorio,2020-03-19,2,7990.0,15980.0,867.0
1825,poo bolsas compostables 60 u,higiene,accesorio,2020-02-22,1,6990.0,6990.0,2953.0
1789,salvaje adulto con pollo 15 kg,adultos,alimento,2020-07-19,1,31990.0,31990.0,769.0
1717,royal canin mini puppy pouch 85 gr,humedo,alimento,2020-01-20,1,2330.0,2330.0,2280.0
1854,churu premio cremoso natural para perro,adultos,alimento,2020-04-23,2,3990.0,7980.0,2526.0
1347,bravery salmon adult large/medium breed 4 kg,adultos,alimento,2020-07-01,4,24990.0,99960.0,1665.0
1247,satiety feline pouch 85 gr,humedo,alimento,2020-01-08,1,1900.0,1900.0,3843.0
1793,bravery atún y vegetales alimento húmedo,humedo,alimento,2020-06-26,2,1990.0,3980.0,376.0
1797,little jacs snack,snack,alimento,2020-08-31,1,5990.0,5990.0,3264.0
1843,polerón con gorro rosado,ropa,accesorio,2020-05-30,1,18990.0,18990.0,2045.0
1852,pro plan alimento seco para cachorro razas grandes 15 kg,cachorro,alimento,2020-01-13,1,76990.0,76990.0,3968.0
561,wanpy soft duck jerky stripos,snack,alimento,2020-03-13,1,4990.0,4990.0,3279.0
1795,wanpy soft duck jerky stripos,snack,alimento,2020-05-31,1,4990.0,4990.0,1101.0
1851,orijen alimento natural seco para gato 5kg,adultos,alimento,2020-06-30,1,68990.0,68990.0,3264.0
1867,living world alimento seco cuy,adultos,alimento,2020-11-30,1,15990.0,15990.0,2002.0
1813,caña con pompones,juguetes,accesorio,2020-05-20,1,3990.0,3990.0,1795.0
1789,salvaje adulto con pollo 15 kg,adultos,alimento,2020-03-17,1,31990.0,31990.0,54.0
1850,bravery alimento seco natural 7kg,adultos,alimento,2020-01-18,1,44990.0,44990.0,711.0
1817,puzzle tornado nivel 2,juguetes,accesorio,2020-05-27,1,24990.0,24990.0,
637,pro plan perro reduce calor. optilife 15 kilo,adultos,alimento,2020-05-17,2,48900.0,97800.0,2874.0
1794,proplan adulto latas,humedo,alimento,2020-02-16,2,4690.0,9380.0,2448.0
1814,front range arnés naranjo,paseo,accesorio,2020-03-01,1,59990.0,59990.0,1400.0
1590,brit care cat kitten fillets in gravy with tender turkey 85 ,humedo,alimento,2020-06-15,1,2200.0,2200.0,2786.0
1790,royal canin adulto maxi adult 15kg,adultos,alimento,2020-05-14,1,56990.0,56990.0,5080.0
1793,bravery atún y vegetales alimento húmedo,humedo,alimento,2020-02-02,1,1990.0,1990.0,3664.0
1846,arnes y correa anti-tirones,ropa,accesorio,2020-09-10,1,18990.0,18990.0,1345.0
833,apoquel 5,,,2020-02-29,1,65630.0,65630.0,1372.0
1827,hueso masticable con textura,juguetes,accesorio,2020-04-19,1,17990.0,17990.0,2364.0
1800,bravery chicken adult cat,adultos,alimento,2020-04-27,1,35990.0,35990.0,4558.0
1854,churu premio cremoso natural para perro,adultos,alimento,2020-06-13,2,3990.0,7980.0,1415.0
1460,lw nido de bambu,,,2020-05-31,1,4690.0,4690.0,5195.0
1812,kong wobbler cat small,juguetes,accesorio,2020-07-26,1,18990.0,18990.0,2648.0
1822,superpet perro adulto,suplementos,medicamento,2020-06-19,2,6990.0,13980.0,538.0
1850,bravery alimento seco natural 7kg,adultos,alimento,2020-11-18,3,44990.0,134970.0,388.0
1790,royal canin adulto maxi adult 15kg,adultos,alimento,2020-02-29,1,56990.0,56990.0,1117.0
1850,bravery alimento seco natural 7kg,adultos,alimento,2020-07-30,1,44990.0,44990.0,928.0
1788,royal canin adulto mini adult 7,,,2020-02-07,1,42990.0,42990.0,3880.0
1854,churu premio cremoso natural para perro,adultos,alimento,2020-07-03,2,3990.0,7980.0,4727.0
1462,pro plan reduce calorie sml brd 3kg ar,adultos,alimento,2020-09-09,2,29550.0,59100.0,2650.0
1618,bravery chicken adult cat sterilized 2 kg,adultos,alimento,2020-12-11,1,17990.0,17990.0,4263.0
584,nutrience gr.free cat indoor 2,,,2020-08-24,2,31790.0,63580.0,5151.0
1828,kong extreme dental con cuerda,juguetes,accesorio,2020-08-26,1,24990.0,24990.0,3304.0
1439,bravery iberian pork mini adult small breeds 2 kg,adultos,alimento,2020-11-10,1,16990.0,16990.0,4311.0
1824,doguivit adulto,suplementos,medicamento,2020-01-31,1,7990.0,7990.0,4017.0
353,bravery lamb mini adult small breed 2 kg,adultos,alimento,2020-10-03,1,17990.0,17990.0,2261.0
1846,arnes y correa anti-tirones,ropa,accesorio,2020-12-14,1,18990.0,18990.0,3085.0
1795,wanpy soft duck jerky stripos,snack,alimento,2020-08-31,1,4990.0,4990.0,2296.0
669,collar c/hueso grande a. doctor,paseo,accesorios,2020-04-30,1,2690.0,2690.0,3799.0
624,obt-td. adult s.bites - fish (2,,,2020-11-23,1,21900.0,21900.0,1430.0
1827,hueso masticable con textura,juguetes,accesorio,2020-01-19,1,17990.0,17990.0,3746.0
1785,dogxtreme pupy pollo y arroz,adultos,alimento,2020-03-25,3,24990.0,74970.0,657.0
1799,proplan adulto cat alimento para gato,adultos,alimento,2020-10-20,1,44990.0,44990.0,3262.0
1851,orijen alimento natural seco para gato 5kg,adultos,alimento,2020-07-04,1,68990.0,68990.0,4594.0
1853,pro plan alimento seco para adulto razas medianas 15 kg,adultos,alimento,2020-01-29,1,62990.0,62990.0,1330.0
1813,caña con pompones,juguetes,accesorio,2020-08-13,1,3990.0,3990.0,1776.0
1858,bebedera con acero inoxidable para gato,comederos,accesorio,2020-09-09,1,65990.0,65990.0,4481.0
1851,orijen alimento natural seco para gato 5kg,adultos,alimento,2020-10-10,1,68990.0,68990.0,3233.0
1819,simparica antiparasitario 40 mg,antiparasitarios,medicamento,2020-12-04,1,10990.0,10990.0,1074.0
595,monge maxi p&j chicken 1x12 kg,cachorros,alimento,2020-04-19,1,59190.0,59190.0,522.0
1799,proplan adulto cat alimento para gato,adultos,alimento,2020-08-28,2,44990.0,89980.0,763.0
1800,bravery chicken adult cat,adultos,alimento,2020-09-15,1,35990.0,35990.0,4499.0
1853,pro plan alimento seco para adulto razas medianas 15 kg,adultos,alimento,2020-09-07,1,62990.0,62990.0,
1861,small bird diet 1 kg,adultos,alimento,2020-05-31,1,19990.0,19990.0,3918.0
1813,caña con pompones,juguetes,accesorio,2020-07-28,1,3990.0,3990.0,1670.0
1618,bravery chicken adult cat sterilized 2 kg,adultos,alimento,2020-10-09,1,17990.0,17990.0,4928.0
9,pro plan gatos adulto pollo pouch 85 gr,humedo,alimento,2020-01-10,1,2330.0,2330.0,3028.0
1867,living world alimento seco cuy,adultos,alimento,2020-02-29,1,15990.0,15990.0,2402.0
1828,kong extreme dental con cuerda,juguetes,accesorio,2020-08-29,1,24990.0,24990.0,3578.0
1850,bravery alimento seco natural 7kg,adultos,alimento,2020-03-20,1,44990.0,44990.0,1475.0
1796,dingo dental stick huesitos ,snack,alimento,2020-03-31,1,11990.0,11990.0,3224.0
1856,botella de agua con contenedor de comida,hogar-transporte,accesorio,2020-12-02,1,9990.0,9990.0,2404.0
1800,bravery chicken adult cat,adultos,alimento,2020-11-06,1,35990.0,35990.0,4778.0
1799,proplan adulto cat alimento para gato,adultos,alimento,2020-04-06,1,44990.0,44990.0,4441.0
1247,satiety feline pouch 85 gr,humedo,alimento,2020-01-08,1,1900.0,1900.0,4877.0
1797,little jacs snack,snack,alimento,2020-01-31,1,5990.0,5990.0,1391.0
1826,rodillo quitapelos y pelusas,higiene,accesorio,2020-02-24,1,4990.0,4990.0,5110.0
631,afp modern cat flash,juguetes,accesorios,2020-04-30,1,4690.0,4690.0,1856.0
1813,caña con pompones,juguetes,accesorio,2020-02-17,1,3990.0,3990.0,2573.0
693,royal canin medium adulto pouch 140 gr,humedo,alimento,2020-05-10,1,1940.0,1940.0,332.0
1817,puzzle tornado nivel 2,juguetes,accesorio,2020-11-20,2,24990.0,49980.0,3412.0
1785,dogxtreme pupy pollo y arroz,adultos,alimento,2020-06-30,1,24990.0,24990.0,496.0
1856,botella de agua con contenedor de comida,hogar-transporte,accesorio,2020-03-08,1,9990.0,9990.0,465.0
1261,coastal lazer brite trailla lime skulls m 1.8m,paseo,accesorios,2020-09-30,1,19590.0,19590.0,2720.0
1818,puzzle twister nivel 3,juguetes,accesorio,2020-03-21,1,35990.0,35990.0,1646.0
1476,bravery chicken adult cat 7 kg,adultos,alimento,2020-12-11,1,44990.0,44990.0,4210.0
629,eukanuba adulto large breed 15 kg,adultos,alimento,2020-09-15,1,82410.0,82410.0,3636.0
1851,orijen alimento natural seco para gato 5kg,adultos,alimento,2020-09-30,1,68990.0,68990.0,4099.0
596,royal canin maxi adulto 15 kg,adultos,alimento,2020-08-06,1,85410.0,85410.0,1161.0
1792,royal canin alimento húmedo perro adulto,humedo,alimento,2020-09-30,1,8990.0,8990.0,2846.0
1803,collar expandible con hebilla negro,paseo,accesorio,2020-01-19,1,6990.0,6990.0,2894.0
1799,proplan adulto cat alimento para gato,adultos,alimento,2020-02-10,1,44990.0,44990.0,1141.0
1828,kong extreme dental con cuerda,juguetes,accesorio,2020-08-12,3,24990.0,74970.0,
1785,dogxtreme pupy pollo y arroz,adultos,alimento,2020-12-31,2,24990.0,49980.0,834.0
1869,fish sticks,adultos,alimento,2020-01-31,1,1550.0,1550.0,4635.0
1844,polerón con gorro verde,ropa,accesorio,2020-02-16,2,19990.0,39980.0,2975.0
754,dermisolona 30 ml suspensión,antialergico,medicamentos,2020-02-29,1,14650.0,14650.0,2330.0
1786,nath adulto maxi sabor pollo y arroz integral,adultos,alimento,2020-10-30,1,19990.0,19990.0,1802.0
1851,orijen alimento natural seco para gato 5kg,adultos,alimento,2020-09-30,1,68990.0,68990.0,3264.0
247,capa polar c/chiporro t-s (1)  a. doctor,ropa,accesorios,2020-11-30,1,6550.0,6550.0,2000.0
353,bravery lamb mini adult small breed 2 kg,adultos,alimento,2020-08-07,1,17990.0,17990.0,1584.0
1788,royal canin adulto mini adult 7,,,2020-04-30,1,42990.0,42990.0,3612.0
1850,bravery alimento seco natural 7kg,adultos,alimento,2020-10-16,1,44990.0,44990.0,928.0
9,pro plan gatos adulto pollo pouch 85 gr,humedo,alimento,2020-07-17,1,2330.0,2330.0,3554.0
1820,simparica antiparasitario 80 mg,antiparasitarios,medicamento,2020-09-09,1,15990.0,15990.0,4969.0
287,lw carpa animales mediana,enriquecimiento ambiental,accesorios,2020-12-31,1,11590.0,11590.0,4674.0
1828,kong extreme dental con cuerda,juguetes,accesorio,2020-10-07,1,24990.0,24990.0,
1863,bebedero/comedero para ave,adultos,alimento,2020-08-31,1,4550.0,4550.0,1248.0
133,habitat para hamster kleo vip,enriquecimiento ambiental,accesorios,2020-02-29,1,50160.0,50160.0,295.0
1849,royal alimento seco gato 7.5 kg,adultos,alimento,2020-02-20,1,54990.0,54990.0,1878.0
561,wanpy soft duck jerky stripos,snack,alimento,2020-12-15,2,4990.0,9980.0,3460.0
1795,wanpy soft duck jerky stripos,snack,alimento,2020-06-30,1,4990.0,4990.0,4635.0
1790,royal canin adulto maxi adult 15kg,adultos,alimento,2020-07-31,1,56990.0,56990.0,410.0
1853,pro plan alimento seco para adulto razas medianas 15 kg,adultos,alimento,2020-01-29,3,62990.0,188970.0,627.0
1812,kong wobbler cat small,juguetes,accesorio,2020-04-21,1,18990.0,18990.0,21.0
1790,royal canin adulto maxi adult 15kg,adultos,alimento,2020-07-07,1,56990.0,56990.0,
1845,capa impermeable azul,ropa,accesorio,2020-02-13,1,22990.0,22990.0,546.0
1785,dogxtreme pupy pollo y arroz,adultos,alimento,2020-09-26,1,24990.0,24990.0,4464.0
1789,salvaje adulto con pollo 15 kg,adultos,alimento,2020-09-12,1,31990.0,31990.0,2788.0
656,synulox 250 mg,antibiotico,medicamentos,2020-05-31,1,15110.0,15110.0,4674.0
1717,royal canin mini puppy pouch 85 gr,humedo,alimento,2020-06-26,1,2330.0,2330.0,2421.0
1813,caña con pompones,juguetes,accesorio,2020-06-05,1,3990.0,3990.0,5101.0
1849,royal alimento seco gato 7.5 kg,adultos,alimento,2020-12-01,1,54990.0,54990.0,3010.0
1828,kong extreme dental con cuerda,juguetes,accesorio,2020-06-14,1,24990.0,24990.0,4916.0
59,afp classic justin castor,juguetes,accesorios,2020-12-31,1,16990.0,16990.0,1372.0
1135,royal canin gastrointestinal feline 2 kg,adultos,alimento,2020-05-25,1,17090.0,17090.0,4280.0
1831,squeaky bounce ball large,juguetes,accesorio,2020-11-16,1,25990.0,25990.0,1949.0
1817,puzzle tornado nivel 2,juguetes,accesorio,2020-05-07,1,24990.0,24990.0,209.0
1853,pro plan alimento seco para adulto razas medianas 15 kg,adultos,alimento,2020-02-19,1,62990.0,62990.0,2830.0
1809,desparasitante bravecto para gatos,antiparasitarios,medicamento,2020-10-06,1,29990.0,29990.0,4311.0
1853,pro plan alimento seco para adulto razas medianas 15 kg,adultos,alimento,2020-05-31,1,62990.0,62990.0,125.0
1851,orijen alimento natural seco para gato 5kg,adultos,alimento,2020-08-19,1,68990.0,68990.0,787.0
1828,kong extreme dental con cuerda,juguetes,accesorio,2020-08-02,2,24990.0,49980.0,
1800,bravery chicken adult cat,adultos,alimento,2020-09-15,1,35990.0,35990.0,3573.0
1798,nath cat adulto esterilizado sabor pollo y arroz,adultos,alimento,2020-09-11,1,27990.0,27990.0,716.0
1309,yorkshire pouch 12x85g,humedo,alimento,2020-12-23,1,2330.0,2330.0,1778.0
1850,bravery alimento seco natural 7kg,adultos,alimento,2020-04-04,1,44990.0,44990.0,4034.0
1794,proplan adulto latas,humedo,alimento,2020-08-31,1,4690.0,4690.0,308.0
1849,royal alimento seco gato 7.5 kg,adultos,alimento,2020-01-31,1,54990.0,54990.0,5064.0
1847,juguete limpieza dental doble,juguetes,accesorio,2020-05-06,1,8990.0,8990.0,3008.0
1822,superpet perro adulto,suplementos,medicamento,2020-04-07,1,6990.0,6990.0,4803.0
1796,dingo dental stick huesitos ,snack,alimento,2020-09-30,1,11990.0,11990.0,1952.0
1816,zeedof arnés ajustable morado,paseo,accesorio,2020-07-17,2,27990.0,55980.0,974.0
417,cama chiporro xxl catapet,camas,accesorios,2020-03-31,1,37990.0,37990.0,1189.0
1788,royal canin adulto mini adult 7,,,2020-10-04,2,42990.0,85980.0,326.0
1802,zeecat phantom collar,paseo,accesorio,2020-12-05,1,4990.0,4990.0,1336.0
1812,kong wobbler cat small,juguetes,accesorio,2020-04-21,1,18990.0,18990.0,2118.0
1798,nath cat adulto esterilizado sabor pollo y arroz,adultos,alimento,2020-08-14,1,27990.0,27990.0,657.0
1788,royal canin adulto mini adult 7,,,2020-11-04,1,42990.0,42990.0,
1797,little jacs snack,snack,alimento,2020-11-30,1,5990.0,5990.0,1391.0
1439,bravery iberian pork mini adult small breeds 2 kg,adultos,alimento,2020-07-03,2,16990.0,33980.0,3610.0
1792,royal canin alimento húmedo perro adulto,humedo,alimento,2020-12-22,1,8990.0,8990.0,4692.0
1800,bravery chicken adult cat,adultos,alimento,2020-04-30,1,35990.0,35990.0,4635.0
1792,royal canin alimento húmedo perro adulto,humedo,alimento,2020-04-27,1,8990.0,8990.0,1733.0
1812,kong wobbler cat small,juguetes,accesorio,2020-07-12,2,18990.0,37980.0,4086.0
1821,mebermic,antiparasitarios,medicamento,2020-05-23,1,2990.0,2990.0,984.0
629,eukanuba adulto large breed 15 kg,adultos,alimento,2020-12-22,1,82410.0,82410.0,4240.0
1811,superpet gato omega,suplementos,medicamento,2020-04-18,1,7990.0,7990.0,409.0
1802,zeecat phantom collar,paseo,accesorio,2020-12-03,1,4990.0,4990.0,1746.0
1788,royal canin adulto mini adult 7,,,2020-06-05,1,42990.0,42990.0,
1799,proplan adulto cat alimento para gato,adultos,alimento,2020-01-31,1,44990.0,44990.0,3813.0
1851,orijen alimento natural seco para gato 5kg,adultos,alimento,2020-03-01,2,68990.0,137980.0,1142.0
1853,pro plan alimento seco para adulto razas medianas 15 kg,adultos,alimento,2020-11-25,1,62990.0,62990.0,2427.0
1848,juguete limpieza dental ball,juguetes,accesorio,2020-06-05,3,6990.0,20970.0,204.0
1806,plato gato doble redondo,comederos,accesorio,2020-01-18,1,15990.0,15990.0,3753.0
1789,salvaje adulto con pollo 15 kg,adultos,alimento,2020-01-10,2,31990.0,63980.0,2329.0
1867,living world alimento seco cuy,adultos,alimento,2020-05-31,1,15990.0,15990.0,4891.0
1135,royal canin gastrointestinal feline 2 kg,adultos,alimento,2020-09-23,1,17090.0,17090.0,3174.0
585,pro plan puppy medium breed 7,,,2020-02-16,1,46900.0,46900.0,585.0
110,petever plus oral,oral,medicamentos,2020-08-31,1,8790.0,8790.0,4651.0
1790,royal canin adulto maxi adult 15kg,adultos,alimento,2020-04-30,1,56990.0,56990.0,5195.0
1790,royal canin adulto maxi adult 15kg,adultos,alimento,2020-07-31,1,56990.0,56990.0,1726.0
1847,juguete limpieza dental doble,juguetes,accesorio,2020-09-20,2,8990.0,17980.0,1774.0
1821,mebermic,antiparasitarios,medicamento,2020-12-19,2,2990.0,5980.0,890.0
1829,hueso entretenido,juguetes,accesorio,2020-05-18,1,7990.0,7990.0,4451.0
1788,royal canin adulto mini adult 7,,,2020-12-04,2,42990.0,85980.0,3253.0
1775,brit care dog show champion salmon 3 kg,adultos,alimento,2020-11-16,3,23990.0,71970.0,4866.0
1790,royal canin adulto maxi adult 15kg,adultos,alimento,2020-02-18,1,56990.0,56990.0,
1792,royal canin alimento húmedo perro adulto,humedo,alimento,2020-02-04,1,8990.0,8990.0,3671.0
1582,salvaje adulto con pollo 15 kg,adultos,alimento,2020-02-11,1,31990.0,31990.0,4847.0
1798,nath cat adulto esterilizado sabor pollo y arroz,adultos,alimento,2020-05-03,1,27990.0,27990.0,3527.0
1800,bravery chicken adult cat,adultos,alimento,2020-07-31,1,35990.0,35990.0,2000.0
1548,yorkshire terrier  jr 3 kilo ,razas,alimento,2020-05-13,3,34270.0,102810.0,2371.0
1849,royal alimento seco gato 7.5 kg,adultos,alimento,2020-05-31,1,54990.0,54990.0,2852.0
1809,desparasitante bravecto para gatos,antiparasitarios,medicamento,2020-10-20,2,29990.0,59980.0,609.0
1801,bravery lomo de atún y zanahoria,adultos,alimento,2020-01-13,1,2990.0,2990.0,2961.0
906,afp mighty rex rinoceronte,juguetes,accesorios,2020-12-31,1,27990.0,27990.0,5195.0
1788,royal canin adulto mini adult 7,,,2020-11-26,1,42990.0,42990.0,
1851,orijen alimento natural seco para gato 5kg,adultos,alimento,2020-09-06,1,68990.0,68990.0,5097.0
