item_id,description,description_2,group_description,date,quantity,unit_sale_price (CLP),total (CLP),client_id
1803,collar expandible con hebilla negro,paseo,accesorio,2024-02-05,1,6990.0,6990.0,4666.0
1829,hueso entretenido,juguetes,accesorio,2024-01-09,3,7990.0,23970.0,1025.0
561,wanpy soft duck jerky stripos,snack,alimento,2024-01-17,2,4990.0,9980.0,4931.0
1786,nath adulto maxi sabor pollo y arroz integral,adultos,alimento,2024-02-04,2,19990.0,39980.0,752.0
1821,mebermic,antiparasitarios,medicamento,2024-02-28,2,2990.0,5980.0,3004.0
1860,small bird diet 1 kg,adultos,alimento,2024-01-31,1,16990.0,16990.0,2002.0
1788,royal canin adulto mini adult 7,,,2024-02-12,1,42990.0,42990.0,3880.0
1792,royal canin alimento húmedo perro adulto,humedo,alimento,2024-01-20,2,8990.0,17980.0,2663.0
1818,puzzle twister nivel 3,juguetes,accesorio,2024-02-18,1,35990.0,35990.0,4949.0
1827,hueso masticable con textura,juguetes,accesorio,2024-01-03,2,17990.0,35980.0,4601.0
1621,brit care puppy l&r 3 kg,cachorros,alimento,2024-01-31,1,23900.0,23900.0,4055.0
632,rostrum susp. oral 20 ml,antibiotico,medicamentos,2024-02-29,1,6390.0,6390.0,3792.0
1562,coastal lazer brite collar lime skulls xs,paseo,accesorios,2024-01-31,1,6990.0,6990.0,1726.0
1800,bravery chicken adult cat,adultos,alimento,2024-02-22,1,35990.0,35990.0,4585.0
1818,puzzle twister nivel 3,juguetes,accesorio,2024-02-23,1,35990.0,35990.0,4760.0
1822,superpet perro adulto,suplementos,medicamento,2024-01-02,3,6990.0,20970.0,1685.0
1809,desparasitante bravecto para gatos,antiparasitarios,medicamento,2024-02-17,1,29990.0,29990.0,1029.0
1801,bravery lomo de atún y zanahoria,adultos,alimento,2024-01-29,1,2990.0,2990.0,5071.0
1800,bravery chicken adult cat,adultos,alimento,2024-02-25,1,35990.0,35990.0,1309.0
1443,coastal style trailla pink dots l 1,,,2024-02-29,1,12590.0,12590.0,295.0
1179,bravery chicken adult cat 2 kg,adultos,alimento,2024-02-10,1,16990.0,16990.0,4176.0
1818,puzzle twister nivel 3,juguetes,accesorio,2024-02-09,1,35990.0,35990.0,
1854,churu premio cremoso natural para perro,adultos,alimento,2024-01-07,1,3990.0,3990.0,118.0
1003,brit care cat grain-free haircare healthy & shiny coat 7 kg,adultos,alimento,2024-02-17,1,55990.0,55990.0,4820.0
761,cuerda anudada tricolor s,juguetes,accesorios,2024-01-31,1,2960.0,2960.0,669.0
1842,chaqueta chiporro verde ,ropa,accesorio,2024-02-12,1,16990.0,16990.0,604.0
1829,hueso entretenido,juguetes,accesorio,2024-02-02,1,7990.0,7990.0,3303.0
1800,bravery chicken adult cat,adultos,alimento,2024-02-03,1,35990.0,35990.0,2583.0
1797,little jacs snack,snack,alimento,2024-02-18,3,5990.0,17970.0,5059.0
1005,bravery chicken adult large/medium breeds 12 kg,adultos,alimento,2024-01-28,1,54990.0,54990.0,2131.0
1309,yorkshire pouch 12x85g,humedo,alimento,2024-01-02,1,2330.0,2330.0,3205.0
346,pro plan  perro  reduce calor. optilife 3 kilo,adultos,alimento,2024-02-11,1,17490.0,17490.0,1466.0
1796,dingo dental stick huesitos ,snack,alimento,2024-01-26,1,11990.0,11990.0,2676.0
179,coastal maslow plato cobre martillado 1182 ml,paseo,accesorios,2024-02-29,1,11490.0,11490.0,1117.0
949,rimadyl 25 mg x 14 tabletas ,analgesico,medicamentos,2024-02-29,1,17840.0,17840.0,2720.0
1618,bravery chicken adult cat sterilized 2 kg,adultos,alimento,2024-01-12,1,17990.0,17990.0,2211.0
1822,superpet perro adulto,suplementos,medicamento,2024-01-17,1,6990.0,6990.0,361.0
1799,proplan adulto cat alimento para gato,adultos,alimento,2024-01-22,1,44990.0,44990.0,3014.0
1798,nath cat adulto esterilizado sabor pollo y arroz,adultos,alimento,2024-01-23,1,27990.0,27990.0,483.0
1829,hueso entretenido,juguetes,accesorio,2024-01-08,1,7990.0,7990.0,1238.0
1816,zeedof arnés ajustable morado,paseo,accesorio,2024-02-19,1,27990.0,27990.0,3657.0
1801,bravery lomo de atún y zanahoria,adultos,alimento,2024-02-29,1,2990.0,2990.0,295.0
1618,bravery chicken adult cat sterilized 2 kg,adultos,alimento,2024-02-24,1,17990.0,17990.0,3197.0
1817,puzzle tornado nivel 2,juguetes,accesorio,2024-01-04,1,24990.0,24990.0,3031.0
1498,bravery salmon mini adult small breeds 2 kg,adultos,alimento,2024-03-03,2,18990.0,37980.0,1133.0
1846,arnes y correa anti-tirones,ropa,accesorio,2024-03-03,3,18990.0,56970.0,4669.0
1853,pro plan alimento seco para adulto razas medianas 15 kg,adultos,alimento,2024-01-19,1,62990.0,62990.0,
1850,bravery alimento seco natural 7kg,adultos,alimento,2024-01-12,1,44990.0,44990.0,2629.0
1844,polerón con gorro verde,ropa,accesorio,2024-02-21,1,19990.0,19990.0,2989.0
1801,bravery lomo de atún y zanahoria,adultos,alimento,2024-01-10,2,2990.0,5980.0,2780.0
1829,hueso entretenido,juguetes,accesorio,2024-02-16,1,7990.0,7990.0,2707.0
1851,orijen alimento natural seco para gato 5kg,adultos,alimento,2024-01-14,1,68990.0,68990.0,787.0
561,wanpy soft duck jerky stripos,snack,alimento,2024-01-10,2,4990.0,9980.0,4931.0
1841,parka premium perro con chiporro,ropa,accesorio,2024-01-14,1,31990.0,31990.0,3973.0
1764,royal canin alimento húmedo perro adulto,humedo,alimento,2024-02-25,1,8990.0,8990.0,1806.0
1797,little jacs snack,snack,alimento,2024-02-17,1,5990.0,5990.0,4236.0
1853,pro plan alimento seco para adulto razas medianas 15 kg,adultos,alimento,2024-02-18,1,62990.0,62990.0,4952.0
1813,caña con pompones,juguetes,accesorio,2024-02-16,2,3990.0,7980.0,1587.0
1327,drontal cats  1 comprimido (pote 24 un) ,ant. ext.,medicamentos,2024-02-29,1,3290.0,3290.0,450.0
1786,nath adulto maxi sabor pollo y arroz integral,adultos,alimento,2024-02-29,1,19990.0,19990.0,1372.0
1851,orijen alimento natural seco para gato 5kg,adultos,alimento,2024-01-31,1,68990.0,68990.0,1715.0
1828,kong extreme dental con cuerda,juguetes,accesorio,2024-02-09,1,24990.0,24990.0,1049.0
1256,posatec,otico,medicamentos,2024-02-29,1,25930.0,25930.0,5142.0
1794,proplan adulto latas,humedo,alimento,2024-01-31,1,4690.0,4690.0,2800.0
1832,alfombrilla de entrenamiento de cesped,higiene,accesorio,2024-01-08,2,49990.0,99980.0,4302.0
1792,royal canin alimento húmedo perro adulto,humedo,alimento,2024-01-09,1,8990.0,8990.0,2652.0
1826,rodillo quitapelos y pelusas,higiene,accesorio,2024-02-20,1,4990.0,4990.0,1147.0
1138,brit care cat fillets in gravy turkey & savory salmon 85 g,humedo,alimento,2024-02-07,1,2200.0,2200.0,4415.0
1840,parka premium perro,ropa,accesorio,2024-02-19,1,26990.0,26990.0,1608.0
1786,nath adulto maxi sabor pollo y arroz integral,adultos,alimento,2024-02-18,1,19990.0,19990.0,3903.0
1335,coastal k9 explorer arnes acolchado zafiro s,paseo,accesorios,2024-01-31,1,25990.0,25990.0,1096.0
1847,juguete limpieza dental doble,juguetes,accesorio,2024-01-19,2,8990.0,17980.0,1774.0
1382,pro plan adult cat 7,,,2024-02-01,1,60460.0,60460.0,1732.0
1446,bravery chicken mini adult small breeds 2 kg,adultos,alimento,2024-02-26,1,15990.0,15990.0,1010.0
165,pro plan adult medium breed 3kg ar,adultos,alimento,2024-02-26,1,28480.0,28480.0,4374.0
192,brit care cat sterilized urinary 7kg,adultos,alimento,2024-02-22,1,55990.0,55990.0,3523.0
933,bravery salmon puppy large/medium breed 4 kg,cachorros,alimento,2024-01-08,1,26990.0,26990.0,710.0
1860,small bird diet 1 kg,adultos,alimento,2024-02-29,1,16990.0,16990.0,961.0
1797,little jacs snack,snack,alimento,2024-01-08,1,5990.0,5990.0,1942.0
41,brit care adult small breed l&r 7,,,2024-01-09,1,45290.0,45290.0,1855.0
834,brit care adult medium breed l&r 12 kg,adultos,alimento,2024-01-30,1,62990.0,62990.0,910.0
123,coastal glow in the dark collar fish,paseo,accesorios,2024-02-29,1,10490.0,10490.0,2204.0
1853,pro plan alimento seco para adulto razas medianas 15 kg,adultos,alimento,2024-02-13,3,62990.0,188970.0,1505.0
782,capa polar chiporro t/2 cata pets,ropa,accesorios,2024-01-31,1,10590.0,10590.0,3799.0
1790,royal canin adulto maxi adult 15kg,adultos,alimento,2024-02-07,1,56990.0,56990.0,
1850,bravery alimento seco natural 7kg,adultos,alimento,2024-02-18,1,44990.0,44990.0,2216.0
1823,siguimarina,suplementos,medicamento,2024-01-30,2,20990.0,41980.0,425.0
1853,pro plan alimento seco para adulto razas medianas 15 kg,adultos,alimento,2024-02-23,1,62990.0,62990.0,
1590,brit care cat kitten fillets in gravy with tender turkey 85 ,humedo,alimento,2024-01-28,1,2200.0,2200.0,1686.0
1817,puzzle tornado nivel 2,juguetes,accesorio,2024-02-06,1,24990.0,24990.0,
1853,pro plan alimento seco para adulto razas medianas 15 kg,adultos,alimento,2024-02-01,1,62990.0,62990.0,1590.0
746,pro plan adult cat 1kg ar,adultos,alimento,2024-02-29,1,13900.0,13900.0,1910.0
1680,karsivan 50 mg,cardiaco,medicamentos,2024-01-31,1,35990.0,35990.0,4757.0
1789,salvaje adulto con pollo 15 kg,adultos,alimento,2024-02-03,1,31990.0,31990.0,2850.0
1814,front range arnés naranjo,paseo,accesorio,2024-01-19,1,59990.0,59990.0,3118.0
1798,nath cat adulto esterilizado sabor pollo y arroz,adultos,alimento,2024-01-24,1,27990.0,27990.0,1973.0
1854,churu premio cremoso natural para perro,adultos,alimento,2024-01-14,5,3990.0,19950.0,5068.0
1860,small bird diet 1 kg,adultos,alimento,2024-01-31,1,16990.0,16990.0,1287.0
1825,poo bolsas compostables 60 u,higiene,accesorio,2024-02-19,1,6990.0,6990.0,858.0
601,nf aqua plus anticloro 30 ml,acc acuarios,accesorios,2024-02-29,1,3190.0,3190.0,2862.0
1850,bravery alimento seco natural 7kg,adultos,alimento,2024-02-19,1,44990.0,44990.0,2244.0
1817,puzzle tornado nivel 2,juguetes,accesorio,2024-01-02,1,24990.0,24990.0,4380.0
1819,simparica antiparasitario 40 mg,antiparasitarios,medicamento,2024-02-28,1,10990.0,10990.0,4955.0
1793,bravery atún y vegetales alimento húmedo,humedo,alimento,2024-02-09,1,1990.0,1990.0,4764.0
1852,pro plan alimento seco para cachorro razas grandes 15 kg,cachorro,alimento,2024-02-29,1,76990.0,76990.0,1514.0
1861,small bird diet 1 kg,adultos,alimento,2024-02-29,1,19990.0,19990.0,2962.0
1843,polerón con gorro rosado,ropa,accesorio,2024-01-12,1,18990.0,18990.0,3948.0
1842,chaqueta chiporro verde ,ropa,accesorio,2024-02-01,1,16990.0,16990.0,457.0
964,gastrointestinal cat pouch 85 gr,humedo,alimento,2024-02-03,3,1900.0,5700.0,4504.0
1831,squeaky bounce ball large,juguetes,accesorio,2024-02-06,1,25990.0,25990.0,4746.0
1433,royal canin maxi junior 15 kgr,adultos,alimento,2024-01-22,2,89240.0,178480.0,3705.0
1841,parka premium perro con chiporro,ropa,accesorio,2024-02-24,1,31990.0,31990.0,3026.0
1848,juguete limpieza dental ball,juguetes,accesorio,2024-02-14,3,6990.0,20970.0,2273.0
1411,coastal style collar resolve xs,paseo,accesorios,2024-02-29,1,6990.0,6990.0,1402.0
1786,nath adulto maxi sabor pollo y arroz integral,adultos,alimento,2024-01-19,1,19990.0,19990.0,4672.0
676,pro plan active mind 7+ sml brd 3kg ar,adultos,alimento,2024-02-18,2,30830.0,61660.0,1262.0
629,eukanuba adulto large breed 15 kg,adultos,alimento,2024-01-10,1,82410.0,82410.0,2200.0
1472,brit care gf adult salmon 1 kg,adultos,alimento,2024-01-05,1,8190.0,8190.0,4044.0
1800,bravery chicken adult cat,adultos,alimento,2024-01-21,1,35990.0,35990.0,751.0
1853,pro plan alimento seco para adulto razas medianas 15 kg,adultos,alimento,2024-02-16,1,62990.0,62990.0,2673.0
1793,bravery atún y vegetales alimento húmedo,humedo,alimento,2024-02-08,1,1990.0,1990.0,4148.0
1800,bravery chicken adult cat,adultos,alimento,2024-02-28,1,35990.0,35990.0,4707.0
1811,superpet gato omega,suplementos,medicamento,2024-02-08,1,7990.0,7990.0,1524.0
1831,squeaky bounce ball large,juguetes,accesorio,2024-02-17,1,25990.0,25990.0,2452.0
1851,orijen alimento natural seco para gato 5kg,adultos,alimento,2024-02-19,1,68990.0,68990.0,970.0
1791,belcando búfalo de agua 400 gr,humedo,alimento,2024-01-13,2,5590.0,11180.0,1244.0
1830,dispensador small,juguetes,accesorio,2024-02-03,1,6990.0,6990.0,3039.0
1809,desparasitante bravecto para gatos,antiparasitarios,medicamento,2024-03-03,1,29990.0,29990.0,2154.0
1764,royal canin alimento húmedo perro adulto,humedo,alimento,2024-01-04,1,8990.0,8990.0,3741.0
1851,orijen alimento natural seco para gato 5kg,adultos,alimento,2024-02-29,1,68990.0,68990.0,455.0
1851,orijen alimento natural seco para gato 5kg,adultos,alimento,2024-01-31,1,68990.0,68990.0,791.0
1790,royal canin adulto maxi adult 15kg,adultos,alimento,2024-01-31,1,56990.0,56990.0,2109.0
1831,squeaky bounce ball large,juguetes,accesorio,2024-01-11,1,25990.0,25990.0,4745.0
1462,pro plan reduce calorie sml brd 3kg ar,adultos,alimento,2024-03-03,3,29550.0,88650.0,3789.0
1854,churu premio cremoso natural para perro,adultos,alimento,2024-01-06,2,3990.0,7980.0,4261.0
1818,puzzle twister nivel 3,juguetes,accesorio,2024-01-30,2,35990.0,71980.0,3351.0
1851,orijen alimento natural seco para gato 5kg,adultos,alimento,2024-02-03,1,68990.0,68990.0,875.0
1826,rodillo quitapelos y pelusas,higiene,accesorio,2024-01-30,1,4990.0,4990.0,3829.0
1828,kong extreme dental con cuerda,juguetes,accesorio,2024-01-16,1,24990.0,24990.0,
832,royal can fhn fit 32 7.5 kilo,adultos,alimento,2024-01-26,1,65290.0,65290.0,1642.0
1410,columbia cat collar,paseo,accesorios,2024-01-31,1,4900.42,4900.42,2846.0
596,royal canin maxi adulto 15 kg,adultos,alimento,2024-02-29,1,85410.0,85410.0,2008.0
1840,parka premium perro,ropa,accesorio,2024-01-18,2,26990.0,53980.0,703.0
1849,royal alimento seco gato 7.5 kg,adultos,alimento,2024-02-06,3,54990.0,164970.0,4512.0
1815,dog arnés negro,paseo,accesorio,2024-01-30,2,21990.0,43980.0,2597.0
1493,acana homestead harvest gato 1,,,2024-01-16,1,23020.0,23020.0,4287.0
1720,monge mini adult chicken 7,,,2024-01-23,1,46660.0,46660.0,1861.0
1222,royal canin sensible 1,,,2024-02-14,2,19710.0,39420.0,148.0
1800,bravery chicken adult cat,adultos,alimento,2024-02-29,1,35990.0,35990.0,3121.0
1788,royal canin adulto mini adult 7,,,2024-01-29,1,42990.0,42990.0,1300.0
1813,caña con pompones,juguetes,accesorio,2024-02-13,1,3990.0,3990.0,996.0
50,afp modern cat surf,juguetes,accesorios,2024-01-31,1,5390.0,5390.0,791.0
1366,amity sp low grain chicken puppy 14 kg,cachorros,alimento,2024-01-20,1,52990.0,52990.0,2699.0
1815,dog arnés negro,paseo,accesorio,2024-01-07,1,21990.0,21990.0,4112.0
1785,dogxtreme pupy pollo y arroz,adultos,alimento,2024-02-29,1,24990.0,24990.0,1189.0
1822,superpet perro adulto,suplementos,medicamento,2024-02-04,1,6990.0,6990.0,2481.0
585,pro plan puppy medium breed 7,,,2024-02-23,1,46900.0,46900.0,585.0
1828,kong extreme dental con cuerda,juguetes,accesorio,2024-01-25,1,24990.0,24990.0,1526.0
746,pro plan adult cat 1kg ar,adultos,alimento,2024-01-02,1,13900.0,13900.0,419.0
1828,kong extreme dental con cuerda,juguetes,accesorio,2024-02-02,1,24990.0,24990.0,304.0
1788,royal canin adulto mini adult 7,,,2024-01-13,1,42990.0,42990.0,4451.0
1813,caña con pompones,juguetes,accesorio,2024-02-05,1,3990.0,3990.0,1399.0
1734,bravery atún y vegetales alimento húmedo,humedo,alimento,2024-01-11,2,1990.0,3980.0,3719.0
1795,wanpy soft duck jerky stripos,snack,alimento,2024-01-15,2,4990.0,9980.0,4117.0
1847,juguete limpieza dental doble,juguetes,accesorio,2024-02-06,1,8990.0,8990.0,3775.0
1800,bravery chicken adult cat,adultos,alimento,2024-02-07,1,35990.0,35990.0,2434.0
1849,royal alimento seco gato 7.5 kg,adultos,alimento,2024-01-26,1,54990.0,54990.0,4839.0
1818,puzzle twister nivel 3,juguetes,accesorio,2024-01-30,2,35990.0,71980.0,1036.0
1787,nath puppy maxi sabor pollo y arroz integral,cachorro,alimento,2024-02-13,2,24990.0,49980.0,1082.0
1382,pro plan adult cat 7,,,2024-01-11,1,60460.0,60460.0,2115.0
165,pro plan adult medium breed 3kg ar,adultos,alimento,2024-03-01,3,28480.0,85440.0,4357.0
1268,acana pork & squash - perro 5,,,2024-01-08,1,57820.0,57820.0,617.0
1284,royal can. hepatic canine 1.5 kg.,medicados,alimento,2024-01-29,1,17990.0,17990.0,3830.0
1791,belcando búfalo de agua 400 gr,humedo,alimento,2024-02-10,1,5590.0,5590.0,4588.0
1850,bravery alimento seco natural 7kg,adultos,alimento,2024-01-31,1,44990.0,44990.0,1514.0
1385,amity sp low grain chicken adult 4 kg,adultos,alimento,2024-01-05,1,15990.0,15990.0,1958.0
1788,royal canin adulto mini adult 7,,,2024-01-26,1,42990.0,42990.0,333.0
1828,kong extreme dental con cuerda,juguetes,accesorio,2024-02-28,1,24990.0,24990.0,3507.0
889,renal chicken cat pouch 85 gr,humedo,alimento,2024-01-10,1,1900.0,1900.0,277.0
1785,dogxtreme pupy pollo y arroz,adultos,alimento,2024-02-29,1,24990.0,24990.0,4674.0
1792,royal canin alimento húmedo perro adulto,humedo,alimento,2024-02-08,1,8990.0,8990.0,3531.0
1734,bravery atún y vegetales alimento húmedo,humedo,alimento,2024-02-02,1,1990.0,1990.0,1268.0
1853,pro plan alimento seco para adulto razas medianas 15 kg,adultos,alimento,2024-01-17,1,62990.0,62990.0,2557.0
1803,collar expandible con hebilla negro,paseo,accesorio,2024-02-21,1,6990.0,6990.0,1576.0
1853,pro plan alimento seco para adulto razas medianas 15 kg,adultos,alimento,2024-02-29,1,62990.0,62990.0,2965.0
1848,juguete limpieza dental ball,juguetes,accesorio,2024-01-16,1,6990.0,6990.0,3049.0
1860,small bird diet 1 kg,adultos,alimento,2024-02-29,1,16990.0,16990.0,5064.0
1841,parka premium perro con chiporro,ropa,accesorio,2024-02-10,1,31990.0,31990.0,2392.0
1792,royal canin alimento húmedo perro adulto,humedo,alimento,2024-01-31,1,8990.0,8990.0,3865.0
1799,proplan adulto cat alimento para gato,adultos,alimento,2024-01-30,1,44990.0,44990.0,2635.0
1790,royal canin adulto maxi adult 15kg,adultos,alimento,2024-02-29,1,56990.0,56990.0,5195.0
207,zd artsy h-harness small,paseo,accesorios,2024-02-29,1,13900.0,13900.0,669.0
1850,bravery alimento seco natural 7kg,adultos,alimento,2024-02-29,1,44990.0,44990.0,3116.0
1817,puzzle tornado nivel 2,juguetes,accesorio,2024-03-01,1,24990.0,24990.0,2409.0
900,proplan cat urinary 3 kgs.,adultos,alimento,2024-02-10,3,21900.0,65700.0,2095.0
543,brit care adult large breed l&r 12 kg,adultos,alimento,2024-02-17,1,62990.0,62990.0,407.0
50,afp modern cat surf,juguetes,accesorios,2024-02-29,1,5390.0,5390.0,2377.0
693,royal canin medium adulto pouch 140 gr,humedo,alimento,2024-01-11,1,1940.0,1940.0,511.0
832,royal can fhn fit 32 7.5 kilo,adultos,alimento,2024-01-13,1,65290.0,65290.0,4299.0
1788,royal canin adulto mini adult 7,,,2024-02-05,3,42990.0,128970.0,827.0
1796,dingo dental stick huesitos ,snack,alimento,2024-02-29,1,11990.0,11990.0,3261.0
1802,zeecat phantom collar,paseo,accesorio,2024-01-31,1,4990.0,4990.0,4470.0
101,ratón portagolosina rosado,juguetes,accesorios,2024-02-29,1,2990.0,2990.0,2800.0
982,ampolleta repti glo 5.0 tropical 26 w,enriquecimiento ambiental,accesorios,2024-01-31,1,29990.0,29990.0,3813.0
1840,parka premium perro,ropa,accesorio,2024-01-16,2,26990.0,53980.0,2362.0
1828,kong extreme dental con cuerda,juguetes,accesorio,2024-01-04,1,24990.0,24990.0,
561,wanpy soft duck jerky stripos,snack,alimento,2024-02-06,1,4990.0,4990.0,5187.0
1844,polerón con gorro verde,ropa,accesorio,2024-02-21,1,19990.0,19990.0,3089.0
1811,superpet gato omega,suplementos,medicamento,2024-01-05,1,7990.0,7990.0,1141.0
1817,puzzle tornado nivel 2,juguetes,accesorio,2024-02-21,2,24990.0,49980.0,721.0
1818,puzzle twister nivel 3,juguetes,accesorio,2024-01-03,1,35990.0,35990.0,
676,pro plan active mind 7+ sml brd 3kg ar,adultos,alimento,2024-01-13,2,30830.0,61660.0,5074.0
1785,dogxtreme pupy pollo y arroz,adultos,alimento,2024-02-29,1,24990.0,24990.0,4412.0
1802,zeecat phantom collar,paseo,accesorio,2024-02-21,1,4990.0,4990.0,2328.0
1832,alfombrilla de entrenamiento de cesped,higiene,accesorio,2024-02-13,1,49990.0,49990.0,
1818,puzzle twister nivel 3,juguetes,accesorio,2024-01-21,2,35990.0,71980.0,3351.0
1791,belcando búfalo de agua 400 gr,humedo,alimento,2024-02-11,1,5590.0,5590.0,4603.0
1785,dogxtreme pupy pollo y arroz,adultos,alimento,2024-02-03,1,24990.0,24990.0,4464.0
1825,poo bolsas compostables 60 u,higiene,accesorio,2024-02-22,1,6990.0,6990.0,4517.0
545,nutram ideal solution support indoor cat food 1.13kg,adultos,alimento,2024-01-02,1,21930.0,21930.0,3969.0
1800,bravery chicken adult cat,adultos,alimento,2024-02-26,1,35990.0,35990.0,4499.0
1828,kong extreme dental con cuerda,juguetes,accesorio,2024-01-24,1,24990.0,24990.0,53.0
1853,pro plan alimento seco para adulto razas medianas 15 kg,adultos,alimento,2024-02-03,2,62990.0,125980.0,1740.0
1790,royal canin adulto maxi adult 15kg,adultos,alimento,2024-01-31,1,56990.0,56990.0,3938.0
1797,little jacs snack,snack,alimento,2024-02-29,1,5990.0,5990.0,2800.0
1812,kong wobbler cat small,juguetes,accesorio,2024-03-04,1,18990.0,18990.0,2287.0
1818,puzzle twister nivel 3,juguetes,accesorio,2024-03-01,2,35990.0,71980.0,
1796,dingo dental stick huesitos ,snack,alimento,2024-01-31,1,11990.0,11990.0,3499.0
1848,juguete limpieza dental ball,juguetes,accesorio,2024-02-27,3,6990.0,20970.0,2273.0
1851,orijen alimento natural seco para gato 5kg,adultos,alimento,2024-01-02,1,68990.0,68990.0,4743.0
1854,churu premio cremoso natural para perro,adultos,alimento,2024-01-14,2,3990.0,7980.0,1041.0
1719,brit pate & meat turkey 400 g,latas,alimento,2024-02-02,1,3130.0,3130.0,4113.0
1788,royal canin adulto mini adult 7,,,2024-02-14,1,42990.0,42990.0,692.0
1831,squeaky bounce ball large,juguetes,accesorio,2024-01-12,1,25990.0,25990.0,2575.0
1253,monge urinary  chicken de 1,,,2024-01-08,1,17990.0,17990.0,567.0
1853,pro plan alimento seco para adulto razas medianas 15 kg,adultos,alimento,2024-01-26,1,62990.0,62990.0,3628.0
1821,mebermic,antiparasitarios,medicamento,2024-02-13,1,2990.0,2990.0,2740.0
1788,royal canin adulto mini adult 7,,,2024-02-28,1,42990.0,42990.0,1313.0
1813,caña con pompones,juguetes,accesorio,2024-02-14,1,3990.0,3990.0,4666.0
1869,fish sticks,adultos,alimento,2024-02-29,1,1550.0,1550.0,4635.0
1799,proplan adulto cat alimento para gato,adultos,alimento,2024-02-08,1,44990.0,44990.0,712.0
1853,pro plan alimento seco para adulto razas medianas 15 kg,adultos,alimento,2024-01-31,2,62990.0,125980.0,4780.0
1817,puzzle tornado nivel 2,juguetes,accesorio,2024-02-01,2,24990.0,49980.0,1597.0
1827,hueso masticable con textura,juguetes,accesorio,2024-01-22,2,17990.0,35980.0,4379.0
1790,royal canin adulto maxi adult 15kg,adultos,alimento,2024-01-31,1,56990.0,56990.0,223.0
1590,brit care cat kitten fillets in gravy with tender turkey 85 ,humedo,alimento,2024-02-24,1,2200.0,2200.0,3762.0
1546,coastal style trailla teal purple diamonds m 1,,,2024-02-29,1,12590.0,12590.0,1402.0
