,1701,1489,921,275,416,1655,247,383,322,203,873,1111,1303,352,1617,575,1868,479,942,1255,305,514,1189,1301,529,620,1766,366,1509,1105,764,394,1791,464,1054,946,1498,1860,1107,1608,806,111,582,1033,1340,298,879,1572,1206,887,1273,1170,297,1713,1085,544,1452,1620,1245,65,1204,462,1319,1714,239,188,1333,29,1336,1289,759,1160,1545,398,836,109,637,1259,1161,932,705,617,799,1061,432,1110,1142,619,706,425,1798,591,495,1338,1738,727,196,344,135,218,270,433,1190,1751,1005,1812,526,237,818,943,450,707,598,1592,1550,1619,930,422,1237,1727,1222,254,1087,1310,1574,307,70,1580,324,1225,1370,611,570,1036,561,1322,1347,1168,631,212,23,289,63,869,534,1675,1547,1441,1089,1330,916,471,1178,1810,1389,1628,1362,535,1073,654,669,1575,115,817,917,1704,576,1356,231,1118,1804,1432,1355,173,1392,251,914,1552,936,990,32,1661,233,1004,124,680,163,1473,628,414,49,303,903,1163,1653,1447,342,1418,941,781,1622,670,382,429,754,1835,788,78,59,1231,1324,73,367,1802,210,69,162,583,599,962,1000,888,693,485,1353,519,1571,1023,1809,1595,1546,1417,701,220,76,1788,1564,99,420,413,618,527,849,1857,306,1055,1532,862,30,331,1557,1182,1517,552,1113,427,1582,1453,1470,351,1476,44,168,1258,733,1796,1029,585,1820,361,557,415,771,1732,185,1507,1449,497,998,679,1779,1274,855,1467,1823,1510,123,1604,889,494,1193,316,1665,1425,194,486,1544,1607,1120,266,408,67,1100,596,1298,1702,1318,1792,820,782,745,614,350,867,1435,1856,1556,365,787,1302,607,1527,1317,261,1043,240,994,610,677,1007,465,1745,1144,1647,506,71,1505,259,51,1091,931,813,332,1269,752,354,584,864,792,1863,1290,1694,518,1068,1846,590,857,192,538,1669,1022,1344,1461,141,1824,1121,1747,339,555,439,1807,374,271,184,1539,244,1146,1247,721,1586,1001,1341,798,968,1744,1795,1360,250,1683,1221,1492,1591,381,411,438,1831,1251,1679,1210,1339,1531,744,482,567,182,170,292,480,907,300,1753,478,1549,808,1803,1794,1074,1540,371,1736,910,453,1283,1596,175,1811,1458,1454,1030,334,809,613,1538,1226,923,979,530,198,15,265,1198,1378,1270,1448,1848,1799,832,532,1671,483,199,1815,1865,643,1682,1784,602,1214,746,1176,838,1314,993,310,56,588,1305,1208,1407,609,43,100,274,1307,353,101,1710,841,107,1684,1850,807,777,1165,543,950,426,1034,1211,128,1551,1296,1320,1566,1137,1094,554,481,780,986,904,1404,1228,678,925,1859,1446,901,1844,1239,756,978,730,405,1293,1351,309,226,1593,1457,1433,1816,700,148,548,651,1233,720,736,1419,1829,1644,1387,839,286,1504,650,704,1535,1490,1858,1151,710,1057,1634,939,1157,940,1778,1328,1175,493,1232,277,1726,358,1700,236,551,1746,1379,208,1769,1463,58,1487,1480,363,1164,593,1049,1503,1471,741,1361,1760,118,1169,674,522,513,81,1080,892,380,1583,84,1573,329,976,1386,1037,966,1847,451,490,1385,287,802,1855,1836,1244,874,1364,774,810,1010,1548,327,1442,712,999,1018,1657,177,905,694,86,1315,1774,457,54,1406,221,113,859,1201,973,174,845,589,1610,18,423,1253,285,1486,428,1414,1242,31,824,1576,214,1368,326,560,1040,1494,1114,341,629,147,360,83,48,468,155,1124,1309,1402,1814,500,179,1220,900,692,772,1519,528,346,1366,1830,715,1052,886,601,949,243,785,1600,1380,312,435,1773,819,308,430,660,370,566,1832,181,1083,621,722,1117,834,1720,296,1131,461,1216,1103,377,1159,105,126,1058,965,355,1516,682,1106,767,209,1763,140,1343,1249,1740,1477,1192,1581,711,1558,1862,755,10,1621,1670,282,291,626,1613,757,129,1102,323,1013,743,843,1743,1329,1562,695,984,937,158,865,634,516,1334,597,195,1541,765,410,96,1632,1006,156,419,1845,477,915,668,1185,963,1765,447,1594,178,390,578,1641,1601,1348,1542,1323,909,861,948,664,142,1421,1335,421,636,1313,1468,615,294,1639,1777,88,41,1686,1805,131,1826,997,985,1733,1403,164,724,290,1711,1771,893,778,348,571,1423,1762,1374,1493,1229,898,458,375,333,1741,1646,1667,816,1693,881,1735,1078,1801,1053,328,926,318,1648,1268,1623,167,12,171,649,260,1629,1316,672,258,844,1649,138,1718,549,1730,1431,1235,1627,558,139,1625,531,224,723,786,1611,964,409,325,1027,299,1179,1067,1630,1737,714,1252,193,440,573,503,605,1359,1090,1672,846,3,1405,1739,467,321,5,222,547,228,39,542,242,1481,136,1116,1642,1475,906,829,445,842,1278,1325,1223,1707,581,1650,1839,661,436,1734,376,1381,1133,314,442,1491,319,281,1772,1427,1658,424,553,594,1833,368,1299,974,1345,1514,938,227,1512,1128,1708,1026,66,393,579,24,211,1440,144,536,811,1047,988,85,1851,272,952,1202,1108,987,1689,630,1652,1761,1465,1281,1722,505,273,507,1230,362,1511,1079,622,2,6,1466,311,1265,1084,665,364,1842,215,1287,982,27,1342,525,1715,1009,638,302,718,691,1469,1271,624,7,256,803,25,336,572,47,1384,106,349,55,238,213,120,1177,1240,793,72,922,812,1614,77,944,1050,45,1568,523,232,644,1412,533,1782,603,1132,1521,60,1749,92,666,280,1041,359,1518,1096,847,1286,110,42,125,204,52,545,68,1063,1450,183,137,899,796,132,80,1444,541,1537,983,165,248,446,1075,858,1134,97,1843,737,1173,102,434,74,1677,1125,918,1605,1567,1636,762,989,388,235,1785,267,1112,117,1506,673,249,1358,1864,94,33,1651,1565,448,716,1181,1422,0,1284,1101,82,1331,676,1357,1046,770,1138,1196,1483,1393,404,1618,1523,104,688,1292,826,62,852,1263,223,145,1088,373,1326,1709,1399,1501,1187,9,449,708,255,882,389,908,924,1696,1616,460,1234,958,501,739,1729,868,731,539,697,1502,1285,1145,1031,372,667,1688,357,967,783,735,1035,970,1429,1391,1428,1395,1588,1609,885,79,1172,814,1200,671,1436,57,133,1140,933,1668,823,504,1660,347,386,1024,894,828,1768,475,1376,1304,652,172,1149,38,713,90,1808,1205,875,1261,1093,1155,1272,1828,499,338,1188,28,1217,1236,1703,945,169,1456,1197,912,491,953,1097,1032,587,750,657,234,732,1530,1156,1375,1526,934,1209,1065,108,1543,568,1167,1174,890,947,1048,1262,1280,1352,884,1569,850,734,717,454,264,75,1555,444,395,176,1042,1626,1666,1288,595,61,872,1394,1755,278,36,1420,662,1690,1350,977,1474,738,191,919,456,675,760,1691,728,412,1098,825,1401,616,114,417,1783,969,604,1790,89,848,1424,1789,753,498,1276,11,396,284,1066,1191,1633,690,1664,1752,689,851,159,895,1793,257,335,1756,1039,515,1015,768,1635,761,1246,1203,1697,1853,521,22,356,1277,1312,1578,340,431,473,217,911,1227,1497,1011,1819,93,1008,1070,1092,1488,1308,696,1849,996,153,1099,1612,1867,789,580,703,1212,1295,1563,1260,487,559,1141,1119,801,512,633,1383,1673,1150,790,116,740,1786,1081,830,119,656,1780,635,369,268,655,935,822,866,46,1373,1602,991,876,773,1219,1869,4,1003,1615,263,1472,1712,443,1002,1077,837,1676,304,1365,1460,313,149,1148,1213,574,50,1455,726,833,1377,1115,1166,470,971,653,399,511,320,19,684,35,902,827,1681,407,920,537,758,1062,1199,245,1416,1127,784,1640,489,154,961,853,1311,625,685,1464,569,1781,17,127,1346,1279,1838,927,980,1834,190,1139,992,1825,1554,606,180,301,496,1817,1603,1559,1536,517,1854,1069,476,157,1243,1195,16,1072,1841,546,658,1524,1019,1560,959,1758,283,797,1525,225,26,1656,437,1818,1388,229,37,749,1045,1398,469,1587,1837,687,1723,639,1606,1218,1158,1415,1553,1300,1827,800,160,956,1186,821,1699,877,913,152,1717,1662,509,1135,1250,1561,103,1445,1443,586,1654,1143,53,151,403,1813,207,1770,1122,1861,8,1014,1680,1060,452,253,1327,896,1624,880,1764,623,345,1674,262,1321,1438,150,472,640,1852,1759,550,928,488,1695,1171,146,1599,1800,402,954,1754,659,1372,463,1349,186,1147,1224,608,143,751,1534,981,197,883,279,293,1706,400,122,1207,202,1462,835,246,1439,1776,1757,1153,1426,384,1645,854,1589,219,641,1,112,698,1787,951,1637,1410,1409,1533,1291,1692,441,1520,1136,1256,1742,1631,1397,663,1716,1257,1659,317,648,1434,1479,709,1382,1282,972,627,632,1306,1400,1408,1248,1822,1254,1496,1371,1529,1663,1354,1797,1775,1643,1728,795,645,1012,1719,556,681,577,1109,1266,1183,524,1059,540,1194,1678,748,1731,1430,484,95,1020,563,1264,742,863,1598,1484,891,1577,1038,206,392,794,870,397,766,1721,1241,1028,642,1767,612,960,1570,725,683,98,804,1597,406,502,1071,1056,929,779,200,134,1051,40,1017,230,1513,378,288,418,1698,391,592,1522,1162,1086,1495,647,1152,1367,520,64,14,1180,1064,492,379,187,763,216,791,1076,878,337,719,1748,295,1725,1016,1275,1750,1485,455,1866,815,269,995,201,161,1579,729,401,702,1500,1129,565,1413,1021,1025,1411,1585,1104,205,34,775,508,1451,1478,1840,1390,91,1363,897,564,1369,776,241,13,315,600,387,1297,166,840,20,646,1508,1154,1528,831,1267,1590,562,1821,686,957,189,1806,975,699,1499,1705,510,1082,474,1584,856,747,252,21,1337,459,1184,276,955,1215,385,805,1437,1515,343,769,1332,1685,130,1687,871,1123,1396,87,1482,330,1238,466,121,1638,1044,1724,1095,1130,1294,860,1459,1126
2020-01-31,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,0.0,0.0,4.0,0.0,,0.0,,1.0,9.0,6.0,,,0.0,0.0,0.0,51.0,1.0,0.0,11.0,1.0,-2.0,0.0,,,1.0,0.0,2.0,,3.0,0.0,,0.0,3.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,7.0,1.0,,19.0,,3.0,2.0,-1.0,1.0,0.0,2.0,1.0,2.0,2.0,,1.0,0.0,5.0,1.0,1.0,1.0,2.0,9.0,2.0,0.0,1.0,2.0,0.0,-2.0,,1.0,1.0,1.0,3.0,1.0,4.0,,1.0,0.0,0.0,,1.0,2.0,0.0,0.0,0.0,-5.0,19.0,1.0,1.0,0.0,,,2.0,1.0,6.0,0.0,0.0,6.0,0.0,0.0,-1.0,,0.0,1.0,0.0,,0.0,,0.0,19.0,0.0,-5.0,3.0,0.0,-3.0,,1.0,3.0,-1.0,0.0,1.0,0.0,1.0,-1.0,6.0,2.0,0.0,1.0,0.0,18.0,3.0,0.0,1.0,0.0,1.0,2.0,11.0,-1.0,,0.0,,0.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,-1.0,4.0,0.0,1.0,1.0,1.0,,0.0,2.0,0.0,7.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,,1.0,0.0,0.0,2.0,0.0,1.0,-1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,-2.0,3.0,1.0,1.0,5.0,9.0,,0.0,14.0,0.0,1.0,2.0,,0.0,,-2.0,1.0,0.0,0.0,,1.0,3.0,,3.0,0.0,5.0,0.0,2.0,3.0,,0.0,,2.0,0.0,2.0,0.0,,,4.0,0.0,3.0,1.0,0.0,1.0,,1.0,0.0,,1.0,1.0,6.0,0.0,0.0,-1.0,0.0,0.0,-1.0,200.0,0.0,1.0,1.0,12.0,1.0,,2.0,0.0,,1.0,,,1.0,2.0,7.0,0.0,2.0,0.0,-1.0,3.0,0.0,,1.0,0.0,-1.0,1.0,1.0,,1.0,-1.0,0.0,8.0,3.0,4.0,2.0,1.0,0.0,9.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,,2.0,1.0,2.0,0.0,0.0,30.0,5.0,,9.0,9.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,,2.0,4.0,1.0,-1.0,0.0,3.0,0.0,2.0,3.0,0.0,,0.0,-1.0,2.0,0.0,12.0,0.0,,3.0,1.0,,2.0,0.0,,1.0,0.0,0.0,5.0,,3.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,3.0,2.0,1.0,0.0,5.0,3.0,1.0,,0.0,0.0,-2.0,,,0.0,,2.0,3.0,-1.0,1.0,2.0,1.0,1.0,,6.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,3.0,1.0,,,0.0,0.0,0.0,9.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,2.0,0.0,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,,,0.0,0.0,0.0,,,3.0,1.0,0.0,10.0,2.0,,,3.0,3.0,1.0,1.0,0.0,2.0,0.0,,0.0,1.0,,1.0,-1.0,1.0,0.0,0.0,,-1.0,0.0,1.0,,6.0,1.0,1.0,0.0,1.0,0.0,,1.0,1.0,3.0,4.0,1.0,0.0,4.0,0.0,5.0,0.0,1.0,24.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,1.0,2.0,,4.0,4.0,,12.0,0.0,2.0,3.0,0.0,8.0,0.0,3.0,,0.0,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,66.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0,21.0,0.0,1.0,1.0,-1.0,1.0,1.0,0.0,4.0,-1.0,,0.0,0.0,1.0,2.0,0.0,-1.0,1.0,0.0,5.0,2.0,3.0,0.0,,1.0,2.0,1.0,1.0,1.0,1.0,,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,44.0,1.0,2.0,,1.0,1.0,43.0,2.0,1.0,,3.0,12.0,0.0,-1.0,-1.0,,,4.0,1.0,1.0,2.0,0.0,,0.0,0.0,1.0,2.0,2.0,0.0,0.0,-2.0,,6.0,0.0,2.0,1.0,1.0,4.0,0.0,0.0,133.0,7.0,1.0,5.0,0.0,4.0,0.0,0.0,1.0,1.0,,1.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,4.0,6.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,2.0,,1.0,2.0,,1.0,2.0,-1.0,-6.0,0.0,0.0,1.0,0.0,-2.0,0.0,,1.0,26.0,0.0,3.0,9.0,2.0,1.0,0.0,,0.0,-1.0,2.0,0.0,0.0,6.0,1.0,,0.0,,3.0,-2.0,6.0,0.0,0.0,4.0,,0.0,3.0,,2.0,15.0,,3.0,4.0,-1.0,4.0,-1.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,-1.0,0.0,0.0,1.0,35.0,,-1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,,0.0,1.0,2.0,1.0,3.0,0.0,1.0,3.0,5.0,-1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,4.0,,,1.0,4.0,9.0,1.0,1.0,6.0,2.0,1.0,-1.0,0.0,5.0,,2.0,1.0,0.0,3.0,0.0,3.0,1.0,0.0,4.0,0.0,2.0,1.0,,1.0,0.0,2.0,3.0,3.0,0.0,,3.0,,0.0,,1.0,0.0,6.0,1.0,0.0,,1.0,7.0,,1.0,2.0,2.0,-1.0,0.0,1.0,1.0,,,1.0,0.0,0.0,44.0,2.0,0.0,1.0,2.0,6.0,8.0,1.0,1.0,,26.0,0.0,0.0,1.0,0.0,,0.0,4.0,9.0,1.0,1.0,0.0,2.0,0.0,4.0,8.0,2.0,1.0,2.0,3.0,,,,56.0,0.0,9.0,2.0,0.0,-1.0,1.0,,2.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,15.0,1.0,,1.0,,-1.0,0.0,0.0,2.0,23.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,10.0,4.0,0.0,9.0,2.0,1.0,0.0,0.0,,,3.0,3.0,0.0,-1.0,,0.0,17.0,-3.0,2.0,11.0,10.0,,2.0,0.0,7.0,0.0,3.0,,2.0,2.0,3.0,,1.0,0.0,0.0,0.0,1.0,,2.0,,0.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,285.0,1.0,4.0,1.0,2.0,0.0,27.0,10.0,0.0,0.0,3.0,0.0,1.0,2.0,2.0,,-1.0,2.0,4.0,1.0,4.0,2.0,1.0,0.0,3.0,0.0,,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,-1.0,3.0,-2.0,0.0,5.0,3.0,0.0,1.0,0.0,,0.0,,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,-1.0,0.0,0.0,,-2.0,3.0,0.0,-4.0,0.0,0.0,2.0,0.0,4.0,1.0,2.0,22.0,0.0,1.0,1.0,0.0,,1.0,0.0,1.0,,-4.0,1.0,,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,26.0,0.0,1.0,114.0,0.0,2.0,0.0,4.0,5.0,1.0,2.0,2.0,0.0,0.0,-2.0,0.0,0.0,0.0,2.0,,0.0,-1.0,-1.0,-1.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,13.0,6.0,20.0,0.0,0.0,0.0,,,0.0,1.0,-2.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,0.0,,1.0,1.0,4.0,-2.0,0.0,,3.0,4.0,2.0,0.0,7.0,0.0,0.0,4.0,1.0,0.0,0.0,,0.0,2.0,1.0,0.0,0.0,3.0,118.0,,0.0,2.0,1.0,0.0,-3.0,9.0,0.0,0.0,101.0,5.0,,,1.0,0.0,-3.0,0.0,3.0,0.0,0.0,1.0,6.0,1.0,0.0,-1.0,1.0,-1.0,0.0,1.0,,1.0,0.0,,0.0,1.0,0.0,1.0,25.0,0.0,6.0,2.0,0.0,,2.0,4.0,0.0,,1.0,0.0,2.0,2.0,,0.0,-2.0,1.0,0.0,2.0,0.0,1.0,4.0,1.0,2.0,4.0,0.0,4.0,-2.0,0.0,0.0,-1.0,0.0,0.0,1.0,9.0,0.0,2.0,2.0,2.0,,2.0,1.0,-2.0,0.0,47.0,0.0,,1.0,0.0,16.0,1.0,0.0,,1.0,3.0,0.0,1.0,3.0,0.0,,1.0,7.0,1.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,2.0,0.0,0.0,2.0,-1.0,7.0,9.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,,0.0,,2.0,0.0,1.0,1.0,0.0,,-1.0,2.0,1.0,0.0,-1.0,2.0,1.0,7.0,0.0,9.0,0.0,3.0,1.0,1.0,-1.0,17.0,3.0,-2.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,3.0,1.0,0.0,,2.0,0.0,,0.0,15.0,-4.0,2.0,0.0,1.0,,0.0,0.0,2.0,,0.0,2.0,2.0,6.0,3.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,,1.0,0.0,0.0,1.0,,0.0,3.0,1.0,-3.0,0.0,,2.0,,1.0,,0.0,3.0,1.0,,2.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,,0.0,1.0,,1.0,0.0,2.0,2.0,,1.0,1.0,3.0,1.0,,9.0,2.0,1.0,,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,184.0,3.0,2.0,,1.0,0.0,,,-1.0,21.0,0.0,52.0,1.0,110.0,1.0,,0.0,,0.0,1.0,2.0,0.0,0.0,0.0,1.0,,0.0,,2.0,2.0,0.0,0.0,4.0,,0.0,0.0,-1.0,0.0,3.0,,16.0,,0.0,-2.0,0.0,2.0,1.0,0.0,6.0,0.0,,0.0,0.0,5.0,0.0,1.0,0.0,2.0,3.0,2.0,3.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,-1.0,1.0,-1.0,0.0,0.0,6.0,1.0,2.0,0.0,2.0,3.0,1.0,0.0,3.0,1.0,8.0,2.0,,,1.0,0.0,,2.0,,1.0,,1.0,4.0,-2.0,0.0,2.0,,3.0,-1.0,32.0,1.0,,-3.0,1.0,0.0,2.0,2.0,1.0,112.0,,0.0,,-1.0,-1.0,2.0,0.0,1.0,-1.0,1.0,0.0,9.0,1.0,0.0,2.0,,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,2.0,5.0,5.0,1.0,1.0,-1.0,,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.0,-1.0,8.0,-1.0,0.0,-1.0,1.0,0.0,,0.0,2.0,5.0,2.0,1.0,0.0,,0.0,2.0,,,0.0,2.0,0.0,4.0,,1.0,0.0,2.0,18.0,0.0,62.0,0.0,1.0,-2.0,0.0,15.0,1.0,1.0,0.0,2.0,,2.0,1.0,2.0,4.0,0.0,2.0,1.0,7.0,,1.0,1.0,2.0,1.0,,0.0,2.0,1.0,11.0,3.0,0.0,-1.0,,0.0,0.0,2.0,,14.0,0.0,20.0,,9.0,2.0,0.0,0.0,,0.0,10.0,0.0,-1.0,0.0,2.0,-1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,,,,1.0,-1.0,-2.0,0.0,0.0,,-1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,-1.0,,0.0,4.0,0.0,0.0,1.0,,4.0,,7.0,3.0,1.0,0.0,,0.0,,3.0,2.0,,-1.0,62.0,,,4.0,3.0,,1.0,2.0,1.0,13.0,1.0,0.0,1.0,6.0,1.0,3.0,60.0,,0.0,0.0,-1.0,3.0,1.0,4.0,21.0,-4.0,2.0,1.0,1.0,31.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.0,,2.0,1.0,2.0,0.0,2.0,1.0,,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,-1.0,3.0,0.0,0.0,-1.0,3.0,1.0,-1.0,6.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,2.0,5.0,8.0,2.0,0.0,0.0,0.0,-1.0,3.0,0.0,1.0,-2.0,1.0,1.0,-1.0,1.0,3.0,1.0,3.0,,0.0,2.0,1.0,3.0,,,-2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0,0.0,,,1.0,0.0,,0.0,12.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0,4.0,4.0,0.0,7.0,21.0,2.0,1.0,9.0,0.0,1.0,0.0,5.0,0.0,,,1.0,-3.0,,0.0,0.0,1.0,0.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,2.0,-2.0,45.0,-2.0,0.0,2.0,1.0,1.0,4.0,0.0,4.0,4.0,0.0,1.0,2.0,2.0,0.0,2.0,9.0,0.0,0.0,0.0,1.0,19.0,1.0,0.0,0.0,2.0,1.0,0.0,-2.0,0.0
